col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20
5904,nS0leB7p9DMNN0,0f4QerFZ0Jf0PxusEz,3212,6112,8851,299,1143,5844,3436,8193,2516,8294,RanzPabRT3,hz2cTpzXAJGBW57iu1,4vWmuFOGcRcF,e1012Ug,4017,7658,9201
7938,B ESRmpDQQ8gt2NSdQU2,0jDUXsNPg37J2C,9870,2354,2786,5829,4185,2112,550,3527,8755,6920,2BWb8Wmnq,wJ93QI x4,KC227g,N7Snhn,2445,108,5462
7680,9yE4SEuwNWWN,Yl2HfHv,8194,9260,1388,3199,1697,8792,5688,3786,969,7299,7KLmPLr,voCkdiw0I0UDPmhM,fA7ck,f3WlsQSau2IgynQxORg,602,7555,9297
8507,zWeeHbLN,iQL2LH,1,2923,978,5284,448,9864,3894,5332,8410,874,tNTHZFFLaq,DmdIWK8b,VTHfFa,5nY qZwAt5kLBZB,9823,1114,6441
490,UdGyuLg5YLx4m6H6,B5hOEBGOb5U4Q,9430,9291,3696,9930,5318,9110,9955,6912,8819,5190,oUr1fj0XtC A,Iu1JpOmLGn6ZQpE3 ,L2JFfoBCJ9yyO,rijxYtaWUfttAzdJSpY,1242,7980,870
5712,XvhnZXlKIo2CSY,RhV 0U3GUG,5488,9595,3746,8963,7029,1438,6404,5010,4460,1846,MqJjWs5tH7Mczq,RPdyfDVSw,ezDjyCUTBFkKtwXzgdj ,DhCjj,4842,5908,6318
5689,GjJnRQX74Nmo,G7JateB48Bk,9229,2829,5477,8237,6491,2514,8853,9509,3775,3331,kAwCXbky76cM3QmXLF,SbxTzHDXGYTXuFgnFCO,IAv7gxabs WtGkN1ktx,URxNH2mFG1NH1L9RL,7464,3574,1244
7730,tUEB4,wxYCgDKihz4nAaFF,2554,8341,2967,7258,3660,514,8737,873,8917,8015,RhlVUFuV0,RzNJE,raOKrDuKBxE08YmGyL19,FLLn0K7gBBxswDwRtT1U,3815,6847,7094
9002,81oWnF,UgbM0d9qpT83txsQ,3369,1545,7245,6186,5600,618,4607,5276,137,9355,wdaqVUfj4,eSdry,xkLYy,fL1lt7n0eEbf,5681,3181,3226
5235,pYmEIcTaDAzK,ddCUOftrc9,407,1613,4289,7597,6489,1744,7793,5332,2341,965,i4pA4rqTNTTpCWC,oLyhxeqYjwpEV,iaDfYBJPr8,ZJTnoO,1502,9367,3844
509,zjiuLhfO,qsQfIGhyh5cSIpJPbwx,8567,763,9110,7943,479,1773,171,3941,9407,2021,BmrEG,qau4B2NlPCHoiVzB,KlIaHm,6gvpsG13rQ 5czFp,7599,2561,325
1279,n1oH0z2yx75K,I4dRmuyUIAzbNy64tat ,8823,3154,2796,4433,3403,6358,2514,262,1476,7870,gCyzzSqfGVs8v,hcvBe1k35tGTfa978Pu,tVSpSru9vRhzHQirRg, 7HTi1Z6WIE,1376,2999,8278
4120,8olnjoLPpkFO2,8FWjo7IXxowEL4g,9898,93,7299,9219,6508,2481,666,7899,3767,6761,uk3YaDJgKeYHaOh09VD9,7vt8w,RGneBFE,FcxbSWKMr5gWkdhsyU,4301,8590,7681
4895,PdkxlHAfvFWMYqQlX,0SRzzs3Z0xBIJx,8511,3712,9693,9831,1586,5383,1284,2781,6478,2331,l1xoKqS,Gf81m020oQuR8HC,7wnhU6QNx3jcjAZwKi,XGyVyO2XmOgv3hH0ZACc,7311,8154,9974
7317,Rv5q0Av hh,9yPrO,3754,4515,6885,6802,9922,4470,6231,6828,2745,1176,uE slvf91sh5MVfiCmT,xpZnqXC,8Qq4cByLrvCJRfHpR,C5DCVVop1 b,7433,4668,3346
2894,O6bljf5nMUdyQNAF4Mhq,8rMF7GWMTvxB9pRH3,2736,2071,2002,3263,202,8819,362,5014,6860,5751,WS4kd1Su,iqJJIkNiNDTAP,jrcMKW6Bjay,hk8Qb50gu35e0Rud0jS,9128,7904,7603
5973,u8BXz,5PmkX 3MtzWZ,8979,5289,2753,7656,3859,8348,1702,1324,2130,8858,EhMIFLtpp2,NfmupKEjsj,UUUVo3T,ZrIr6gdS9mOWFTskqgYp,7078,649,8796
2114,RzRUAF7sAupD,NEXem9PUJqN,3575,3081,953,9463,500,5097,6685,9733,5,7431,KQdysFJH9m io2,tiGwPjg Hh6UXl,1WluefHTJ,jOnShkYvv,2394,7223,9255
2338,Q1Fxmu6m,LNmebY,1778,794,8402,3032,111,8035,4427,9524,2937,5747,K2Ss6,I16tXr0xjiz4elJPxMfo,acZ6wuo9y2fU,vb 75vWG,9058,126,2523
1885,y21EavPblQHyOSnsOYc,6NLfAnlq,5669,8107,2587,916,5413,4207,3566,8567,2830,7604,QGMFl,JUqR o55z,T8bYK29AKVKHmwt,cK6FE4EUjVpO0FJ,3291,174,3283
3077,XTD59dMHtyZ,I88Jr7,9306,4143,7793,5723,7773,8991,1035,4466,5598,208,ZYDevdHaP,d6clx,W0GlNkmSDVsMA6zXp,evgjmWxKp,7178,9778,1343
2342,VDLc nldcF,bWa4Ledh,2652,4879,7726,3633,1470,9887,5102,46,2673,6058,HCVkMn1ZSBfa6rZ,6M5t3ZTHOdDc3p,Gp1GqCwNz8nfIkDq8O,B1KB RgC,4177,6524,1142
2628,HL8TV4BYZSi,ng7D8KitPqVM,4432,1974,3590,753,1291,923,9897,5085,5806,1806,fCMYw4XNM,d9nQE08OrAu,Q7fkCx2fIEu1Ou A0N,a4T K6lCKbHRGgBH8I,4253,7905,318
6150,Py5Z4iJ6q8QFSAA,zoecYrb5oOXktJ97W0R,5862,7871,953,5917,3322,2698,6078,302,7852,1652,QdS8A5z5kIzh,KEzlaAsn0,gR9Pbp,Vi1ImE0LBYjZq8c,661,2930,7994
910,mJDYRDJ, sukY3pboqdfKpdiUj,5010,8463,7963,5078,2047,9825,4342,3902,1647,3983,G7K5XT,O0Z7rXNwGB8CfaBLPq6,qBrCJHBnzoN,1Of0vq3kya8uf0QmT,1685,2376,2768
3319,5HIob0V8,R4PRDeTH,2114,8530,1157,5749,210,4230,352,303,3661,9002,B9rLoPGP9cX8YsT,dhpvNK eY3hC,0 lRq8B,o1rGdARPulE9K,7700,2149,4329
5860,jvUTqh,CR2NuINu1qSyK8dlWHGM,148,8821,6658,4386,8812,8042,4720,7918,1004,2417,OTV98rhzR ,Gxo  2lbiU9Z,ADu MDSUXz64dENriND,7qGfNtzy3UIgReJ,68,2102,2246
9191,56hF7JccQ4B dQIu b,P1SuNTXI3Ka,9870,4716,4229,8276,1730,4664,5175,5301,1622,1661,djn8Gn6k,00DUnjY7W4hHS0uL9,h81 YLzpwQgMTxH,SM4xmfvRHYRzj L8,1268,5808,2464
582,cy7AWLfUA,jxY N8xKcp22yqOw,4669,2651,3033,4246,2802,5770,2490,1851,7222,1611,m8CDt,VV6yXxB3Z7eoJa,H192jRwLhn2,cEVXWVulw,5170,3784,2167
2050,vb3pZpjKsdeEApO8 N,14eojNK8hr9KtGm3,8236,8193,4550,8399,3846,7933,3528,1093,5252,4428,AuY4kvo,LOJbrP,9WyhmXBpdO3G1,KBWz4Jo,5507,7985,929
7305,MuQkxuqr,ht9XupEgOX,5515,4141,6234,8115,7422,1322,9894,7187,9011,5140,7cUbMDBADcV1ubzV,fUfyeJ3aBeUtBHiW,ua7ncIFoS,ItUTf4oh0K6Y8gAJ,5471,3731,5432
2173,xHFGQkD ePenvQF,tyNntXBAAKaP,6918,6102,573,7189,387,2781,5343,544,4436,7426,6EyYFUzTScCwOK,yB0r9K7eRV,UGCwv9QMx3sV,IclTt1v4ijLqN7,78,6589,4107
3086,UAuh8tihMS0Q,JeG20Om4,6285,5518,412,2544,5669,3129,3270,8257,5132,5991,sLcSWpZyT,d TIxzaVpbi,imbQv3hI,5k4CN0BnV16zwsexTMi,7297,1176,7195
1159,mIfhluhXYL6m8J,d95kAV2KSNvUEGX ,8840,8763,8197,3572,1519,7432,9940,1028,2056,180,P168t2CMVgW5bOJMtRob,4KnfhLwP5tOvio7eyB,EfDNCwxMoGUpvBILeHA,QUxhQOmVuiH5MK3,7813,3642,9328
7864,kMYKVXSHZr3a,sCgkvhhHYM3b,3038,5839,6331,4490,7235,1685,3196,245,4409,5172,SjnxX8,onuMLtqVC MN2tOR,vHUbN92ZGXAJws,Bqr2pBcjRVFuLfqrUr,7679,5304,5387
5087,VLHauy,gxI1Y0,6804,4105,2442,3042,6545,1720,7131,2955,4015,1516,uRHmePX,uXCs31oH3,zLzrDNeEQ6,b86hgewuwx4YDZq7,840,1474,8452
7003,TlxzGnc8PG4,7nqpF,8843,5063,9167,7528,6143,8552,3439,7168,7155,1097,xoEo5xENIa6R5, GvZJ6myJzzzQeM,1nwX8ZW6zzrDKBMiG3O4,ES4wKe,359,1763,5161
3448,CdYg4e,NzYkNbFcsfLdp4,1521,616,6835,5208,6664,6294,4743,4294,8143,5062,pPZpu2ZlrX9gRLQBx35,ZqU lzaURH3lhZwJp4,F5w6A67iEV,nDgkSqKO7mIi,2156,9556,1938
4594,ybkrV,gQMLvzOcFydyHRp1,8892,1129,2429,5544,2834,1493,5207,2977,5363,1268,gIsNVbTl2F,7peUEntSVN7lI9RfDWtp,u2UK6kFbd7C,lH2qK3cV,9772,8821,1074
7219,Mp9HAVWL,2w4oGmVgn8,9178,2933,4662,4087,60,1256,3857,3497,3363,8560,cTOR ZMaBQ6NvB mAzu0,niwbDXXzQu4J,Ftj4eouE9S5,DwQ7fxn0T3TsxgU8WC7,2361,4342,4851
4441,dQ0lm4n80fA24kIHyr9N,tgVLK6,4009,4682,7691,4487,6797,7168,4800,2660,3597,3079,ln2vuDAsJw7,66YP2ENHc6eY1,Dl5NlQQE,BmCMsL0kxtMLxFsa,2578,6577,965
171,Vz OV6d oI,MdrSQwQxV,4267,9780,1224,8173,9583,5747,7191,3933,6367,4959,lGTQUZoid,bdRE2jJJU4LmJENlIGb,Zjvwhma4nG,R5YwCgHNB,6012,3989,1892
6216,NkCU7d2H9Q9uHO0r9wF,xEWxoigL0,1219,7214,5211,6990,3754,659,5202,3811,1354,8947,KpYYjzSL,xcgk4TQFIuY4Xjeje,lfonXHx,4F154LdC,2009,5539,7333
2936,KH3P76,ItYBu32JZc4G0 IKXVJ,4512,9728,210,5067,2144,8446,8263,5809,9678,5625,0toVizHmUcRdZNdBN,KhX8LVEK7Ey,lcvlIj6ofCpW,fIT0CLIBAMlcr29X5Ihg,3739,6325,4799
7343,nqw7XYHU7Iab8bkSdTsH,jTWrE2393AKh3ysQqh3,9056,6273,1024,9724,2304,9134,3135,5035,4301,3413,XjSuDSty8If,vtgNbHqK LftA8yQG,XcTPfPkg5,6uq8hJmgztJLdN7,7330,7950,9781
9926,68iMVcr9,NtoCCJPWVcLchqg,6315,3967,6928,150,6950,1441,7011,3014,97,3130,TYeoXv1IxUvJmlTNR9tI,1 hsZpPPt9gy,zgkvvH5RyGa57mvsaq,o9rdZoD36H,7849,7550,3981
452,GplJ6KcMxIbvJQ,kE2ZGoKmwt22hpubr,7670,1052,2253,8435,7971,5821,8896,4443,4949,2724,qKWUG1JSU bxV9udN,bp64G3Jb1x, Drkw4LciojS4oevpYAN,c8fXRW,6096,9240,6493
4434,g4DDjD3cHSc9zEWui,BlN8qbFt36tAshQ1JI,3313,2696,2823,8885,4667,3928,6021,3292,8347,4687,sA3AG,HcVN86jCt Qm,S3DHMge,I1Rf4F3R03u,3552,4969,6683
7261,numJE,MQeRqv jMcQk,3488,2552,8980,1787,9117,3779,9033,1123,6556,7081,YEHAyzmK8Vaj,Av3cK,qo8t ,4j94tzGe4aFIrPs1v,6322,4475,6627
4250,vhG1ruHLnmH7DT, ln3DkZEEjMJZdu,1133,5673,3716,11,2823,5724,9909,3775,7206,2506,CcJjgK713RJwZyCA,uVdulVwpa5vCMn,M3DFOgcN KuNXun7Q,1mX39xr57bmaa,3536,2076,4569
1908,fmP7C8PNP,TxnXi28KePhlsyYEXLS,1747,231,487,4948,5359,2713,5100,4692,7246,8776,bTqHJCFgyf,a8cH2yBjnRLJY9dC7,A1NJOr2z5,JbgkOrRu,1955,358,8530
3885,ZZvVaz7EiMRbYu,NG6kJxjCCScG0 sQ814,590,4593,7551,4362,9596,63,6423,929,4485,3068,9j t5A zToSrQppaaDv,1o6pK0jD1gIGa3,wEhGxbY8KU7IL6Ye,y4f7u,623,9798,7850
9476,8VrzeMV0QTX7J5rU,vxxmu0,7395,5122,7623,7035,1798,9212,325,6452,8451,1100,FPYZh,PYAAdRf1SoT,NX9ECRWBtmwUt,2ZWjrn9G9jagLsQ1tN,5559,6171,3469
2261,2NCDZGmj6lMrzR,QrJzlpsHBS,6759,3222,6616,4113,167,6505,7666,2313,7263,576,3GEWI1,3TPww4QcV,yqND3SSQQhwkXmp0S9O,NqDcvqWtb8Xh5WVz,9255,9072,5344
6592,3GQJMOMGUMkVzVhB,jSfpCp,153,5119,6266,2170,1411,883,7265,2552,6842,1893,xiCL705YHSwJcLNge1sj,YXcq2uSVnXyku8tOtXI,UCpXC8Ow p,UEfxnjdib8,5766,5414,8280
1303,NiHnNI8v8f4Mbd7c2 ,iQtvmKIuRjJwLNKfA,299,7530,4418,6864,8706,4177,1493,5828,8876,8466,mI5EJpkspV9sJMVEd,mtylh4uop1ltDt1,NeMvJNlsbhRp2ie,fqTJNm9B7v2JW ,753,1646,6202
9262,QLW0By8mdQoD17m5nK,ndk2KxzYyduuqia2,1534,7265,3817,1693,7113,636,9894,1150,670,6731,oRt5YKmQbo,zslR64sjVjDWhs,Oii vIbSAg9ycIMRE3Fb,XDRza2xM8,4041,7487,321
5696,8QKkrYRQ1HDbDp15,pOSNkmFsLW6,4976,6158,9392,6538,1311,8705,4770,1956,9686,5290,6Agd5VQ9QLyF,qyd44xFJq27SXBaou,boI8L7GMz4vh,7qfEMKKfkAJHOqnOO,146,2185,7237
7567,h70zBSJ1zZwbwv9Wm, b0xvm J2qi,2585,6402,2775,212,9282,8282,2160,2032,7576,6150,iXjkbeMlld2Sg 2bq,lIqRlx,FJEo8EGwXg0PRZD,jH6wl4gr6,6656,7908,3268
9007,8SnwoBku4qYMMbB QzY,zY6SSsDEYqqn 42zz,2723,2517,7022,944,8605,1648,8706,9988,1444,3228,tX7TrvZf,aothS1bJy,SFlh04QeVf6cNso,UNreKm5E,2094,8991,9889
9457,E0tbN6exf17SqaRO,gTnDr7T6g,9623,3540,2087,3751,2396,9216,1365,2514,5098,2880,cmhHhbk1,pB3zrK2,n0JIQUNRfbzttwjVBp0,9UrvZmxSitJiRG,2199,7848,6580
249,zj9qd7m5 f1Zlod,wbQTieA4wP,5261,2423,6480,4868,8432,7663,4677,3172,669,8431,nyUaM7pXRzOsIOUi,L3TMkOB,fBw5qfDkckt6qdfu,n5Twmp5pdP7gMnDG0,9666,9186,696
4752,S5PJ m,EWcW3DjbI,1654,511,1226,6361,3132,6472,4148,990,7642,2224,xc4cIQ,zjtGyz,uDAnB0YgKH ,R9svfCqNREO d3,6958,5424,5250
8700,cs5GNfHIIWSnZ5IWDbA,3rtpEa7 i0myOepzMq,3348,6892,639,3344,1065,6744,2160,9050,4099,4567,M7vz2WCcB,jQhIp0pH7X0ZmbDOXn,mec90schUIK,RWvMEXsCQKj9Jtp,5499,9254,4883
1560,ePnqSORiu1msoSakk,PVl6kg3k9,8877,7492,9554,6055,6823,2682,7725,466,6903,4565,AVe1k3s,FDw9SHi6,uLRJ5eG Thgr,tkvgtERjCiXz,407,4517,4748
6754,w85jU,bXzUFQywcWxfAsm8,2890,7354,322,564,7856,5430,1687,6286,2213,8691,705AJ,jeUXdQ3e,wNDTx18IG5yQIbrqL6,zlxN4uNCX6Q9GVMPi2w,2941,7102,217
7484,y6Fxl2iN, hzBL4QXut,5771,255,5873,8893,1364,6089,3255,4516,1396,448,8YDJSQpI,Bgu9uHe1RT71mWoiMnP3,vCeglVoceP7cRF94X5N,qFQmY,9517,2712,3882
1281,Qj3MHG,Cp4aqI6MuI9L,7407,866,780,6363,9690,1086,4334,1232,1112,4637,AbiAS6vpDP,NFEtf0,xxZuzJ,OkYgW,4827,5564,4965
336,Mw6XGev4z,xxaCm1SuFqN9f,9109,4518,8873,9044,6425,9668,2353,8355,9673,9326,jMnRqb5itXKUrGHOtUH,X8fikq1Z WCkBSA,LEtwLT,OztL6KbMAT33ozWwtkT,5143,6980,7243
6569, WvZ9iDPc15IZhn,tTak4xGQB7S2h8,3833,4105,9305,1308,7420,9895,4843,8279,4367,116,zs7Xy9BRe0R 1ji,EFIMhyx,6grjqB3uaqqwHoqA9Q2,hvNR0INnF o1oRiQ,98,3309,2916
8338,bPxhvU38C5oq2J,7GNNCJXg MITefm,9883,7991,9595,3416,6580,2566,4310,9816,525,3196,41HLm,z0CwZHYDVz6mLs,93hCMS9EiK91HGkTFEiP,FUh3s0lU1z0KhuuTKL,7703,3581,9357
9904,PiIK3p,GM6BFbK,3608,4333,1710,8585,5870,3156,7691,8380,3856,545,unZxkFmiAFeaYORrx,Pk 6E9YUvS,qViWq12RVsboZF4J,Axtn5r6,5911,1939,241
8881,b7mqsH,W0aCrjdlD6q,4578,5412,4995,6983,7663,7829,4608,3682,6937,1498,yTLLwulbF,nD96DCUClBlxRNA,Q2FDy,mv3yZ1A0eqtXPS83e,1860,1056,1347
2335,WORuy,mpM5sXFw5GHD5UA,8262,306,4559,6223,3939,1685,7815,133,6009,5091,e8pW5,6ox w4,u2f8U3TDPU,Z0QzQGBbVSRwRWG6c,5469,2314,9697
4908,R10O7Fbie,3vsURi,2853,3432,5050,9156,7582,2429,2029,192,3176,3699,jQSnr88u CUC,lFh0MAI4j0I ,L0q NobGdnt,frYFNsG,3155,1403,158
3716,IRR u5ixJVQmjpuLtn1f,4A51jTs17W,6295,1709,5755,1693,9135,4612,427,6682,9240,2020,JO7GBXhBfZy4LO1AXzeV,9hi98YSpC3ND,rsuhKMY,0C1oksNeQCoRmomQKV4c,2848,9263,7363
8209,Qq7vmQbaD,MWIV6rPxsfaqRk69BXxC,3806,8115,3130,4081,8069,109,651,5677,5842,4136,oH0 NoQFuTTC,EFe5p8Fl2Bbt,CtscARGv2OtClOu,p QfwDW1lGvGoH7,2942,5393,2214
3372,YKYqO,gLqkHUx,9636,4078,7211,971,3561,8794,1131,8198,784,6823,qohWlQ5QFq0U,H0ZQGRowjjQzwhz8x8Bp,VPxN5,C4v ikonjY8HrM,6706,1349,9687
8922,OF9oX0FEeEU,IHtr3jpbjoSGvhyB,3223,63,5915,4232,5106,414,1119,9411,3484,5236,GKJgEti9xPFxiG,Lk6SdGyzpv,BFPu2N,lekNTJB2JUo,6110,1733,3309
5937,8mDKY ,tF9vQu7C4u,2233,4289,6968,9146,415,7691,1994,8845,2786,1227,TSilFojTv8bsa0,6ieuwuAPRJfQzBAabS,6T5rROWJ 4WEyijdqF,0dSGE,9637,5110,4308
3500,fkk3YlxAt7QLyh o,jAQI17lfExW5snyznM,3595,9736,5380,6773,3711,7060,2042,2310,7519,9578,vCEUrQMEDEu1TY1Z,X36z1PR,6BdJh0rtVaX,CtGmMKiKMM9BKVR2,2204,6124,3427
1617,lPJGbOQIkQBwn2aI9,AeU RCuq AlzHD9Eh0p,2927,8112,2908,7663,5941,4696,515,8840,7263,4036,uqqASQJ5U4ED,NCnfid1xRKGUrtcR,jvY6SEPv LlfbWgW,KpE9taY,8985,122,278
841,RbRss,2OZE0yOtf9 jpkVRPPcY,9905,23,9275,5556,7808,2018,8096,1190,1601,6078,dU8K1VJS,ah01wo7NaU,10euVLJJv,JV0mTUwFlJtqUh,5943,2048,4592
6316,9xqspQ,DgEVu9L8t dpb,9068,7411,6305,1396,6529,1669,8551,9494,82,2521,TldIP228QS,TDMec7dWSGMrkBTyXfR,U1DdjvhdNPoF779d,2wH9Ow inRnHCcoR,3290,2815,2020
166,bfAMKG90weRo,k6XNNjLEDiDU,374,732,6784,542,2222,2765,4577,5938,2992,6424,HoyKyj6d2hfG,SGXTnm3SFo,siHFDFkXYee0lNPeZ,U0ux2izQAd,3674,4810,6210
8425,ftYPjUSL k0arkK0Br,lFL3PmzyzAI7L37M ,7573,3810,6123,5703,6039,4629,6359,5542,4456,5956,V16cvkQp ,7HRWOCXlwTkU8Ra9Jk,Gj9Xyf,Ic01ht1TNIJ0wIFLoJ4L,1011,8725,6304
5710,kxxaRKt,HncwJU,5039,3051,6616,9988,2778,5207,9900,2887,1654,9266,KNihvh8,9kggbSgzzdYsl,zjx0Zs5PG,rQj9NEwxwkmEpBMhQ,8690,7157,6338
3029,dVOlBQy6SzWuR,Y83ztxyX9eDw,1750,7524,3571,4738,8929,297,4864,6894,4424,4195,KGrtPBy3LKER,NGQzEiq,GMDqF8qAPGoDapV,uec2CK eTRqSZY6vH,9368,7959,2871
5568,xdYmBRyNqc2D2 TYlX,ULwUqAyqfZvl HPZsG,4546,310,1639,3980,9016,3415,9009,8170,4617,4555,LTEumbyk0g,5df2cvz5VTsef2XH,H72Xc06Z7YY 5hl,TXl5fefU3WAeuLN,4439,5583,5630
4993,RdwWqcOUfHrc,WCPnK3g7BO2Ygd0m,8002,1539,507,2088,1804,2634,8128,6977,1030,5200,O8GzSqFdASfm3aHEPH63,so4cpeXSGAa,fcn0Jdla1Jw,z1tfel,7342,5259,213
