CONFIG_config_id,CONFIG_config_name,CONFIG_config_value,CONFIG_config_status,CONFIG_col_1,CONFIG_col_2,CONFIG_col_3,CONFIG_col_4,CONFIG_col_5,CONFIG_col_6,CONFIG_col_7,CONFIG_col_8,CONFIG_col_9,CONFIG_col_10,CONFIG_col_11,CONFIG_col_12,CONFIG_col_13,CONFIG_col_14,CONFIG_col_15,CONFIG_col_16
435,231,630,625,522,969,CONFIG_t55T1uJF5svZYG,897,725,CONFIG_ATQPN6EYtkt,421,CONFIG_wn1JSL6IVFPdzFGZ,720,CONFIG_Jv4wleYlhFYtk,1057,CONFIG_UnfWD,179,336,CONFIG_7vlyB0fL2iXF0L,1030
901,660,857,695,322,663,CONFIG_MV7gQrIHOAxZ3LRM,795,640,CONFIG_UMjW,277,CONFIG_DFBZuVHsToPY9vPqR,1129,CONFIG_MiF5zuRAjK3R,363,CONFIG_7erscYan,664,1029,CONFIG_uVNsCq3ha,466
732,105,72,289,743,657,CONFIG_Fb5BN6ClwY,606,683,CONFIG_KMvr  wjj,907,CONFIG_dah8uUCVlPdyT5wr ,301,CONFIG_viJ8IlD UwCq,415,CONFIG_PV4raYC,839,183,CONFIG_GgNhhCXCkYatYPKyHK,897
361,176,273,280,182,987,CONFIG_eeKIGzwYzgw4J9pp,1084,647,CONFIG_MqRlsAKCJXfZAL3iJW,970,CONFIG_6b4NVH9TxSIEP,1161,CONFIG_qUP6sybVrfxBUaCEE,965,CONFIG_ 8z4,1091,268,CONFIG_CTQQvhPrPBPATeCpog,624
362,373,861,692,789,1130,CONFIG_urzcqNiX3lr4c5,611,573,CONFIG_qfKp2TcR6,576,CONFIG_S8R,241,CONFIG_iDiKrf,488,CONFIG_cU6RJ,419,986,CONFIG_6zBgYDqwUN,1062
819,240,942,103,226,288,CONFIG_qOniZ,766,743,CONFIG_Hz0Dg sR,707,CONFIG_zZSGNy7G,342,CONFIG_rIJazD,667,CONFIG_0kYOFz,528,887,CONFIG_9P0E8ZJU,587
665,232,147,855,1117,521,CONFIG_BgvBt2UCWnw,1078,379,CONFIG_3GZFRFK,1131,CONFIG_mMZPM,642,CONFIG_n6Row,858,CONFIG_noQ9ejDcvQ48pYdM,399,891,CONFIG_ oY43q5A1Iar,211
44,294,897,578,836,284,CONFIG_pvx0W,546,277,CONFIG_su2WinXD6pEU 9,506,CONFIG_Pcgu,573,CONFIG_SU4ZvaD1Y2TD,185,CONFIG_AXXrApJyCN,565,1028,CONFIG_awieQ,1081
399,928,348,162,292,481,CONFIG_foHTM,1007,239,CONFIG_bCSGtV,266,CONFIG_Xw5X,472,CONFIG_y7iu2auPD00,285,CONFIG_eJyMoQmwtA,426,871,CONFIG_n2fJ,908
546,543,513,596,423,429,CONFIG_U73jxiei1O ,451,797,CONFIG_Jg1GyOr83YPBYoiG,770,CONFIG_fWShN0Z,692,CONFIG_gYK24AWAvYCABlr,380,CONFIG_HBBHueM7,1093,503,CONFIG_cPe,362
29,723,288,993,626,478,CONFIG_nWKi,589,671,CONFIG_xujfJSl,707,CONFIG_ WrXDPk1qLChkk2j,204,CONFIG_Zefbs9pE8,478,CONFIG_UYJwk5zrF,779,1077,CONFIG_kxPL,241
604,542,252,35,756,203,CONFIG_7aptdpUuxAcCZwK4J,1050,406,CONFIG_bF0MmqjXHf,736,CONFIG_3f6p0t0 W,1064,CONFIG_mrZnz2yNWN3nC9q2,184,CONFIG_EXRuB5TwPw,1031,624,CONFIG_fQn1 7I9nYG VOqwfa,1152
538,353,143,139,863,307,CONFIG_r3Gt69C,632,1108,CONFIG_I3yYspqNaEarT,221,CONFIG_Pg6LlGdH,418,CONFIG_RvGH HLCBljk,215,CONFIG_11fXn3Ogelk8,1128,406,CONFIG_rmHUSjpCijIbH,852
252,250,686,311,267,749,CONFIG_Nme82Mc,341,1144,CONFIG_bYBQhH5pwXN8o9,1103,CONFIG_vCrghO2bL4,463,CONFIG_YZXcrrCP3P2bkuPfY,266,CONFIG_c4cX6OUs,1059,1057,CONFIG_OvN,1147
482,79,828,692,1136,805,CONFIG_8lFiGOYmWK4,195,976,CONFIG_5kr23LYP7x,943,CONFIG_D7E,411,CONFIG_6ha2ts5nhUf,233,CONFIG_dbmIfjHxjUt,596,226,CONFIG_WKrarN3rJcsbz1ZT,798
885,431,903,921,385,314,CONFIG_FL5UQ,319,1031,CONFIG_4 DIvHmV2XfeP,1022,CONFIG_i3R42tistCUt,235,CONFIG_LQnE,725,CONFIG_vBPl2UADSZ,701,347,CONFIG_G9V,479
612,889,404,795,949,857,CONFIG_qFSC36Bq,975,432,CONFIG_ls01kwJqlqH,853,CONFIG_l9yOW0UqK,731,CONFIG_Q1nWs5,1056,CONFIG_qbm2EQtDwK,1149,445,CONFIG_FJRC,435
230,616,955,120,625,539,CONFIG_9LHqFX8M9zH,330,692,CONFIG_INDm2G uze6ztUY,454,CONFIG_9ma23kBHVTaK5RJM,1076,CONFIG_ghqjmIgX,516,CONFIG_BNxXyR,803,333,CONFIG_A3ZnT4HC1LKoh,204
131,856,876,843,320,500,CONFIG_lUYN24,544,375,CONFIG_7vxzzueoaDU,661,CONFIG_UZOBhsNI1f5Ut,1024,CONFIG_LEAe37oHSX3nNH,999,CONFIG_7Ll,871,795,CONFIG_Tym,333
649,958,766,898,740,698,CONFIG_PBcz19bPn hU8GHc5,570,702,CONFIG_E5BtniAbo0v,615,CONFIG_ohrpPFzpc,952,CONFIG_FWXLB,427,CONFIG_oYREt1Fje,637,592,CONFIG_6asR6BKx864EppnHO,959
587,960,237,892,945,875,CONFIG_i up2NpBujMsvC,523,311,CONFIG_3zQR0,519,CONFIG_hVrm,1101,CONFIG_ bFXYCxD1sVZqqs,645,CONFIG_qPh,354,739,CONFIG_K5m0CNo2zX2KLB,968
766,500,730,589,466,612,CONFIG_MwOz5Ity1b5f wxu,364,981,CONFIG_ic2b,594,CONFIG_UwcDFlNwF7G2KDh1,404,CONFIG_lNeYLVu,604,CONFIG_o3Z5blZ di KQgi,1022,1006,CONFIG_dgasu6Op3ku6o,847
304,411,826,797,462,574,CONFIG_2OTOEr,506,791,CONFIG_vnhkr,948,CONFIG_nn7x3,656,CONFIG_au5RMBiUsc09T,1075,CONFIG_tOSo9B16ajMeO5Zl,1031,443,CONFIG_sFS9V9PznXJQl92,444
561,344,642,578,882,873,CONFIG_WJreRcSPhQ,505,1006,CONFIG_H0fYwchwUIgP850,1045,CONFIG_8GeMne3j6 c4Cwo35,1154,CONFIG_odwJpXOL5XYYWxy,1146,CONFIG_d1mi13H,993,395,CONFIG_j084kWZ3S,1162
834,106,396,103,767,560,CONFIG_PRM7W7fUlq,701,729,CONFIG_GcfA7cEHnV7KJ,410,CONFIG_Xu4FCrOjIdD,526,CONFIG_zPDltJB379vyiHjznM,930,CONFIG_NP 6uqJtN3,1077,892,CONFIG_G nO,579
427,387,121,373,900,529,CONFIG_XsSaD,523,995,CONFIG_hL4UAUG1O,1096,CONFIG_hAZ PhgP,421,CONFIG_kvNYaFSA4WU,680,CONFIG_bGIU,451,306,CONFIG_0OUDz Q4utohsYGlr,621
900,17,941,348,640,776,CONFIG_4 BqPu7DUzOe4,639,230,CONFIG_c237,665,CONFIG_UNwzuO,400,CONFIG_ddIhCjFB5Yv,582,CONFIG_1BxxQJu3CxUs88c,964,350,CONFIG_2FpghzADSy,623
913,64,742,656,819,276,CONFIG_Fe2LEg8gi2d206c,175,391,CONFIG_dnmQ5rs,776,CONFIG_hsp,424,CONFIG_kj8IRYyE,927,CONFIG_NTrNb5,310,577,CONFIG_YfksCZxo5yoKMxzA,1096
879,245,944,641,508,1042,CONFIG_eZDyshXscDecv7fbf,959,618,CONFIG_jZC5FepsOn7ynEQox,208,CONFIG_JvWUq0,495,CONFIG_CZI,188,CONFIG_Rr9bYfzhldJoQbNZed,630,311,CONFIG_fW5mFtJwh7KlfyzzM,1003
358,259,614,48,900,1084,CONFIG_Xdh D,759,565,CONFIG_dW7t,493,CONFIG_5ea mYLm EyKXz,1143,CONFIG_G19A,287,CONFIG_acWaSmbSietp9i2un,560,1063,CONFIG_9kjjHLUCfdSoLlR4,833
210,976,362,857,411,962,CONFIG_SlKL,747,869,CONFIG_qzjqB5ZKK24FqpvcX2,1122,CONFIG_Fv0oo,414,CONFIG_bTTv,506,CONFIG_uthHUuKKlLexxN,553,528,CONFIG_NWeNg6QbzG94y,1123
870,678,609,389,667,227,CONFIG_ANtaECu3 pv9IP,810,893,CONFIG_yq8U6jblU EbgO5nd,594,CONFIG_unVDMe2l7UNCyC ,744,CONFIG_Rojb,918,CONFIG_d8Gj,325,254,CONFIG_QbLVU58qct9jtI8TPf,1117
401,37,357,976,575,916,CONFIG_c658QrE7N2ONE735u,577,723,CONFIG_gymUaSHlJfog RnJ,779,CONFIG_JJsAYeGj1,1060,CONFIG_Yjic4JYzw,1100,CONFIG_Qd0,386,855,CONFIG_03IfFGhsiK7r,951
316,921,765,512,261,1054,CONFIG_GGoExouJBJC0jJm3or,365,1094,CONFIG_hQmRGZXB5IqIWcgBuv,1107,CONFIG_IhAww4Zd,911,CONFIG_EYn7akW,187,CONFIG_5Yj3cZZS,574,851,CONFIG_RkpAdq0vIpvL6,841
689,851,955,264,1024,232,CONFIG_kB9hjqlalpvzUPgq4L,534,821,CONFIG_VmV2IB,980,CONFIG_KNFfg5mNYR815,363,CONFIG_ABMu,697,CONFIG_OzsnaVQb,914,860,CONFIG_c1PNHuTkgBiW2Xw3,1151
727,334,937,304,916,552,CONFIG_OyuCRBHCafq,635,772,CONFIG_9l2,787,CONFIG_x0rgejRf5Md3BUWbY,1111,CONFIG_4lkRL3FWluNB,512,CONFIG_AUbfGcMlcm,212,682,CONFIG_FZhkXP83z,1139
187,253,693,439,1136,858,CONFIG_fFWoL3WE9oGOEURFw,249,658,CONFIG_5QpevE,644,CONFIG_DFH6iH,767,CONFIG_WlTVSP5,763,CONFIG_ncJWMdmlu,310,567,CONFIG_J1yZ,905
895,400,373,373,370,818,CONFIG_0rlJ7,223,801,CONFIG_YMRlmIHg2xUDc2,1083,CONFIG_t4Vxkv,261,CONFIG_Hkrmmb3DQIq0B,888,CONFIG_TRby3lGjqQ quWr,257,728,CONFIG_Q 8PrKdVJScmdYgFH,615
1,2,4,576,838,407,CONFIG_9GUaB2Nk29Xtpfhdp,580,219,CONFIG_nNGM9IcyDi51apYUk,1146,CONFIG_lCmO6wQoIuFY,959,CONFIG_0cNLC3,1126,CONFIG_k1QOnki2GtjdaIU6,1088,898,CONFIG_Y4RCPa7Xr7Uw97I3 h,829
486,123,270,603,864,266,CONFIG_rx1oiHXo2,1145,514,CONFIG_u3e,263,CONFIG_CtdIx2Mg kRdqE,490,CONFIG_oKeo6t8XQFXy,748,CONFIG_Vmp,957,366,CONFIG_5yopXGkEH9g7LF4,619
788,944,509,926,1121,1037,CONFIG_rG4wEcfGFlAetflp,967,602,CONFIG_pp2f,379,CONFIG_71EP,661,CONFIG_yFDC1A2flLl8KX4I9,202,CONFIG_k6vht3o,490,675,CONFIG_GguCK,313
36,551,299,902,856,844,CONFIG_J156IcmvF6uLbQ7Q,1046,1003,CONFIG_rd8Gl3s0SjnXM,633,CONFIG_9QJLA0rYN2S8p,793,CONFIG_Z0Obx7H2Ka,574,CONFIG_8WKYE6PmN1pvgm,729,1117,CONFIG_EGv,507
128,1000,734,157,557,857,CONFIG_ wcR67qslFHq6t,1162,443,CONFIG_amxz KZNq6Vllfhe,1013,CONFIG_stShYuzQ0,737,CONFIG_ 6iLu,609,CONFIG_nSPMB8hu2,509,1162,CONFIG_3eQm6ACaj,265
139,11,49,288,798,710,CONFIG_aI8yqTthW,1165,520,CONFIG_ prFq2WmfGOcmH2xGt,918,CONFIG_H4ZKdN,515,CONFIG_ Jc9P9M,264,CONFIG_dR5UGcgGuH3ixHv,1096,857,CONFIG_MvsV4y0,435
692,3,425,932,1158,977,CONFIG_61itIP4,929,1167,CONFIG_hhy8pJzfXwexWitf,541,CONFIG_BHAaEVCpDB1sTU4Wz,1127,CONFIG_O8L0PuNI6DzhvplRJ,510,CONFIG_c1Tii,677,829,CONFIG_QzkDtkL,533
511,517,982,283,642,381,CONFIG_oBm ,673,1039,CONFIG_FOw34k0pSv,760,CONFIG_tgO,175,CONFIG_crIaI4ty2,281,CONFIG_tNLkSJY3Ed,745,725,CONFIG_ 9QW,391
838,644,971,968,713,604,CONFIG_R05O0CjgvB,663,536,CONFIG_i2i,478,CONFIG_kfVzQsmuSs,1090,CONFIG_VTed2fQqMar2yS,618,CONFIG_qaDrmYtO,1002,841,CONFIG_XixjHZa,295
916,550,380,809,487,729,CONFIG_EgmRcHnmwBzthq9GGu,1077,396,CONFIG_ahTpg4r5XAC3OQUC1,271,CONFIG_4bciDeg,1121,CONFIG_fxfAGwKIb,204,CONFIG_tjY,749,545,CONFIG_R5yQEht2,901
98,503,42,620,473,861,CONFIG_WOX9JFu,205,175,CONFIG_fFA0OSIDcQZDUieLs ,821,CONFIG_hZEKgzk62,291,CONFIG_HMuoFSt D40WY8KR1h,892,CONFIG_aiO,416,1095,CONFIG_CqFzSXwWAQy,494
66,561,154,194,1028,955,CONFIG_jpCSKXig7RShfa,1139,784,CONFIG_xE1BLBYuJ1XnI,670,CONFIG_6OWQL,746,CONFIG_9pcjKO7N7X5g5,402,CONFIG_56ghPs4rFroTLyY,589,627,CONFIG_kuNgW58CLDMHtby2,1146
603,285,682,478,885,517,CONFIG_JyMMcj,534,903,CONFIG_YNOwXz1MJ0y,870,CONFIG_WIabQTZJ4,894,CONFIG_33G,810,CONFIG_vlrqBIjzC0la,1009,543,CONFIG_YOdEG1JC,451
229,839,334,422,583,198,CONFIG_yguaK7nwE,1109,827,CONFIG_1Qa,649,CONFIG_rKlf,332,CONFIG_2 4Oi069zoy ,476,CONFIG_gHU35ij8PqA,360,918,CONFIG_ejCm8a8HbL59AZyQ,281
110,178,588,250,288,850,CONFIG_5d5LrDFNZHU,386,217,CONFIG_lumLsAjo4H1mS,833,CONFIG_fpYocP qnatjP,499,CONFIG_9l3V,266,CONFIG_1sPBVQ4eDNlv,332,867,CONFIG_C829z67WWn3KdKv9,287
74,437,467,618,1029,1126,CONFIG_pdzX5hVW4xK,285,416,CONFIG_Qm7N4,511,CONFIG_iySkg4Wl7X,244,CONFIG_ps9Hox9IQJo YgLI,936,CONFIG_uQAC,454,1165,CONFIG_s WOlmr,854
169,310,967,342,1026,695,CONFIG_q1KkpskekB,1095,955,CONFIG_236RXmP,985,CONFIG_91AYPxbtVI1x,1143,CONFIG_JPHEj6ZLMRUmXpc,888,CONFIG_zpFvwRfrkfQwn6tm,349,685,CONFIG_1CUoc iYdHY,783
761,236,204,300,940,568,CONFIG_Ut n78rs20sto,734,661,CONFIG_0GaTC4,533,CONFIG_0SS4u,620,CONFIG_JmHiNx BjoiWouT,856,CONFIG_t4eb3X5QvS,1014,752,CONFIG_9HNi jRwh2,959
609,489,595,279,284,620,CONFIG_zDMxS9fmK,973,528,CONFIG_he8t,186,CONFIG_0VlCn9ZMMPGmSWLR,669,CONFIG_et0,634,CONFIG_H7bQKtlUvZe8K,1098,484,CONFIG_P6cKXkDIEyBytP,620
376,758,25,9,839,971,CONFIG_ QE2sRuS4NUs,309,940,CONFIG_ey75lVr74N,942,CONFIG_zmhZS3xvMw,538,CONFIG_SJgaf,923,CONFIG_ZmNge7nVhffRs,599,634,CONFIG_XnuPm3,169
679,988,820,796,454,1103,CONFIG_6bBI41wjW,970,876,CONFIG_O3rkWJAfxzsl30,586,CONFIG_1LVbXavFB99dDUZfks,858,CONFIG_S iB8,1097,CONFIG_sugMshnG2QMfj0cb,634,267,CONFIG_R40NYTiFMO,1138
857,466,236,482,1009,878,CONFIG_2Wce,967,308,CONFIG_fRJdUH4BqLW5Ag,589,CONFIG_MjucvC,932,CONFIG_eV8E1ojKp23E,340,CONFIG_rZSgnTBZSMWa,633,375,CONFIG_yGRLB55NUYsDHp,708
743,130,208,794,742,1060,CONFIG_zn3z5vgoG,184,494,CONFIG_1wu2jAKY,996,CONFIG_WzIDP w,953,CONFIG_OGi,555,CONFIG_ZmO4nFFNNkJFI,204,930,CONFIG_hOTY3uJ15if6Jqr,486
901,150,350,71,949,503,CONFIG_2iYqr2cWNMXJ3fpfu,1026,727,CONFIG_SxGxyl,587,CONFIG_1fT,314,CONFIG_TSn,392,CONFIG_jT74TifR2rFgUpa,415,568,CONFIG_2fh4RmfdHY,1098
963,682,213,940,553,189,CONFIG_9ejga,413,349,CONFIG_hSnsSjT5 Ys,611,CONFIG_BbETBbFZhQBqwcjIAG,362,CONFIG_iqhZQ3cn8yf7LES31,411,CONFIG_L2jIqSQfhUHkxX5,457,935,CONFIG_RGd4zpfY8Y8uy2LwJ,557
492,461,725,537,1129,242,CONFIG_0kTjHLm9m,331,254,CONFIG_pmPGz 6IAam,885,CONFIG_OB4k8eMju4,1013,CONFIG_JBRXznY,423,CONFIG_0WK,348,848,CONFIG_xPjs,652
788,460,491,256,1048,351,CONFIG_bBGwZcQI,235,783,CONFIG_HVHjQ,701,CONFIG_2w99TnMbr4u2yk,301,CONFIG_Oq8G,479,CONFIG_qzRLLjONCNZ2RhF4t,721,473,CONFIG_pcHRII4asLSTz,916
923,523,433,838,1099,950,CONFIG_wbKs4ZpGOS,801,562,CONFIG_NdnqA,533,CONFIG_86zmshYf1u,906,CONFIG_otSQXQEl3OKts,295,CONFIG_lwWkgmzt5Am,722,1091,CONFIG_Xjus,1107
110,315,317,773,479,229,CONFIG_wOT6i1,1080,222,CONFIG_GO8his2AbqaeT8R,866,CONFIG_Xo26wKjDIfqOB,518,CONFIG_6Q71Kh9i6NlI9mgX,241,CONFIG_NlU25k ,168,1150,CONFIG_rORD,774
838,896,620,494,446,743,CONFIG_RIITMd3VOugSYYc,1150,452,CONFIG_hR7R6zJqmS,782,CONFIG_icLALFnBOYG,262,CONFIG_zZqPfEVhdv6,788,CONFIG_MZtAqV1DG0eWBkc,674,302,CONFIG_wImmMyhB1,1139
