col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20
d35cg,9194,597,1643,fUEzY 8MzvB3rZqMg,4306,6307,2057,7530,4147,4572,2368,2828,ppQ2HIDTjcMZiKWfdXmD,2550,KFJIV6lIGHcw5o,K4kjHHh,6724,2491,G0HS cSnDCFA36B
30ya8ZUlJrB4bdS,4408,2361,8125,Lv8zlHeW,9732,8981,7272,5662,9161,7595,766,4496,ZetSK8VN5l,9779,2Swtw3AR1aM,yMpK9BJInLvLcdj8FdK,7562,2979,2by0MBua a6VT
UcIYPOKRK9A,7782,5529,7573,AQywMF19mV3,3948,8112,2150,1125,4414,2595,4661,8350,jJVkVw,7615,gIJ2Uk8oG3gsFzhoBSMP,N T4q7XqqWiLadtPykat,6889,5099,tuL0zyI4z7xJV
3s5r8,5075,1996,4293,zJyNQ0D8f9YmwGhj,7210,9003,8396,376,6128,6514,8601,6616,YPGx6eLo7af3cU41gz,3665,TNDTEgUijnb4sKwGVqO,kArIdlgvCponSE,3057,2867,u DGj6DoU8qePmGj
BKSN9JAZCzCktZoavb,9645,4534,5176,3BZeRCeG8Dn8QFAium,7041,4856,8878,9624,1071,5833,3635,4430,HMVfv4oa06bG,6041,gXKIYfmhphLsYWRt5,E7yLziPrBbA,6291,7867,DsKk8y
M65oqunQPhrO,5407,3469,4937,ZrEVBgS,4526,6071,680,8716,5337,5181,2400,6161,F28KUOGO9Hiam 2K,513,XsMPfH ZgkqIqg,0Ha0XIE0yRnLA,9357,5761,aGCmB8CnzhKxKGWoXh0n
efUxGrm,9081,3656,5433,5RRMROCGIyJGzH8Yfb,1769,2504,4772,1199,3860,7880,2938,9690,Bhs9nSxSVlypLNVyg,8037,iKQkiRJzy35,ZO4Kds3tm7Mhx2pTvpy,816,7552,OBfRhQ8mVxfk
98yMJwLvn8AVuYyQEeG3,7926,6024,9080,2 u3Rzst eucDTk,8753,1066,7781,5622,2617,9127,3628,908,L88u3,9858,XjXdeCXUVIUbBjY,MVnHJeRS0SKp,3917,3247,I9BeBGySjiHqgwfbWr
2xB5tOy1Q0,6229,3181,9942,W47QcAuWCTZ,5532,776,7305,9125,901,6234,7475,2578,0eVSua2LBlCjC,9249,w OSI,YKGuFuN,2138,3507,D0OjPGUlrH64yxvAIV5F
iBilmsftDyMk,815,8141,7748,pZB 2ciEoCkwzyNnzKCH,7316,6082,4924,8295,2217,8489,4537,4705,dTcfFcRQra2xiViZ7,4053,aEcTI,X1lLabFnHED6kMOc2fL,6964,5336,Nhax 21x
hUPNoOnl,9970,6395,2801,7IEJRegrA0a4yf4,8753,5014,2266,71,8360,6389,5680,9770,uJb8PayEJhF7zaSR2,1595,WpldYlBcbkQgG4,6gIL3,808,570,Ur2SycuZ3
siLGOjWDY,5120,3356,714,ZmEjq,8572,2977,5854,22,8058,1429,3249,3139,R8l4HV1qraqzjpy,1351,n1HztY,vEw8wJVfAguRK,6271,5996,y CmEbf9Ie3thBv
tle c1h,3637,1508,3602,9O57YC,1427,7747,2358,174,3874,1201,974,6895,z0Khc,2738,J1OWMuXj6rY7Di3,EqMg3Hp,9574,2861,Qz 7o00mLihbcxy
2Um1Jko10DTo5V URCoT,1748,1084,1720,4ydZNozpaD,5701,6585,4057,6548,6723,4097,2640,2917,svF5CkhD,9882,UQ75GKGo3aefS,3vGdEM0GiqE68CBcJJP,9672,8520,INC3Jxy9XAZ61
orJLL idHwW,501,3054,7990,fWVQopQtrjScB2U,951,772,625,547,2279,258,191,2753,d10 DSgjNdguL,9141,YHzTjWzRNbQlp8,nJLIKm,3853,5808,zcAI8z
UD4dq,3346,9706,7587,vnkDB2GG1dRWhX1Jc5Y,4277,633,3900,1870,3931,6362,6464,4066,hralHHxhOSG,1834,P3QPjdWC6au,NfMnoS3DHlS,8372,5120,XizbYF7eI3TxjDlhHztP
OARiTii,453,3253,5002,2D6x4w0PIne,2045,913,5788,8752,2574,6734,940,1128,0dKg4,88,U5w6E1RLaIVeDh,rQ4yarz0SCB,1997,5467,Kiqaa1r36PHP7
Jf5UuddVtPqqTttL Ts,5261,2474,3903,DSpses,1863,305,8139,7385,5100,9429,5616,1884,FC76HxWRcutHZ4RdACw,2161,62fLkPO9XsNxpE7,ANHgrcUeA,8674,3959,vHBuvvhfjtwkQnv
w6M6rjLfScGwqP B jtT,1056,4843,2083,JQ5IWDSaTZNuPoJXG4dk,5396,2594,246,9216,1153,46,135,6862,Eh6UJgScc7T4KXQ,6665,M71KE9VMuOrVreQhiQw,aFm4sruR,6960,4708,QmnYOC2SnwpQOH
0eIn4y0,8900,9358,2849,O9t3Z9M8u6E2HU,672,6818,5771,8352,259,4622,9314,9065,DOcChWX8B4OoY0wIE,1356,0oO7NeNIJWhUO,DFnCkE3 S,6617,6070,s0nwujv7hhem0s
22lJt,8907,7944,4365,LOX2i930fs4,2331,7367,3620,6962,7401,5442,5324,4620,fXHWgbRe,6718,DZexq9qgqON,VgkwdF598E55GYvzM,4466,7471,m1 cVQK3I5LgEcl
OSiOVX,4880,7645,908,DvDG1ayqI0Co3lT0,600,8659,5077,9328,6003,2873,36,6522,ok3i0WwacNGyCaCN C,2272,x0SxNouUkXLNIPG,RtyP4KFoVUa3xAY1Cv,1529,2368,UaT3xWCLNP6tC2XCXV
t7ccstd1,4218,5127,9225,7iYlI,949,2653,3640,2797,8876,6978,4385,1573,LMb0573f5SIqo,9084,AMYleThKMEpBdL8kT,gvkl7z1OAnUUL,8900,695,YKLdVX7P 8f45ac pGII
R oZ4rjjEsvuc,5226,4065,5426,lytkMUn3r6JLQn,8073,3768,9820,9085,4753,5925,8599,8222,slPaCvkQJSxIdEVwY4,7842,jR596ss 4C,hj4gSEjVVuiIsVv3aVv,7979,2224,0mpmYjY
TWzdR1rhnaCgMddi,7103,596,3170,NZwaXzFj2JXN ssvm,8373,3100,5043,494,890,8064,3093,5079,olAFJGK,6747,cuQmZ3AhBzyKRCz,pZsLoV7b2OwbmX5lZaU,5827,7174,PwuSEIvhrVlu
cxcpl4 qZ,2191,4369,7535,JQ1Okg88NLEeDhh,5524,9919,8321,8289,372,2125,405,9556,RIHbrmH7IlE1y,8749,xtd035pp623jxFc66OZ,qzrGSlO15PfIOCJSMal,5131,7236,LqFbC
WHiTOkZcFtJlI,8023,3252,6046,jB8avarXmc,9525,2081,5376,8560,8820,1477,2253,664,59FNH,7289,NLfcNGyEptkziqryTcg,33WvUto5 RU,6904,8110,HzSH6CIGrwQLy
OhiPuXqZcVIA3A,2191,8104,657,abglgxAHZ3CjpId4g,794,1105,7035,4244,1302,9449,27,5800,LNhH0NlA,7485,uQmJfQ,oZNQsrOLCTfn2Hb,5914,4663,ZncjFAbi 
bKCdNDLQZQi28huh  ,7891,5533,6781,obGH2k3q,5357,3802,1501,7780,3968,7982,8603,2017,T47a9ddJnE,9407, qw3Z1igRj,QnL9feQle,2784,6393,NuOXUrRqRUiug7VFYE
62Gcqx,6124,8483,5865,kiHeg4BXG,2221,3814,4281,4924,4009,8894,2159,4374,rPw9GeVMhSuiFmAL,1878,nBkCr6WGZOsNq7tzbL,AOmCu3kE97,711,9932,2T4b3sgvZzXidJ
2kWAxjrfHnwzqy,8778,2812,2573,7AcMSX0trb9xP7SWbhLC,1189,9057,456,683,7892,1885,2163,3839,IMhsvvLxqGxrvR,10,FMs3odkFgkhOch7aue9,96gzgV,1771,6922,zMmV6qWptF
WIXnF8Uh,9261,6988,4445,VvZe8uBkcn,4944,4114,9101,8836,1404,7984,7997,3664,6zh2Z82,4873,nb4d5qnBlyUX,IKbNlxpmkr,5193,8702,emNlq
IjyJDCevX0,6324,7221,4974,RMR eD5,2163,5408,3770,7967,5289,9341,4266,8688,sGmMlVSXgHLmxit,7526,eIesz 7ONn0,RVLsV0xTpHjstAR8b,7981,2502,9OWdO mNKGVB
d7vx2ELGOSzwgV7RK,9890,4172,7699,VYmTfcg3rf2AIZpFy,260,280,6972,5187,3601,5925,6101,8058,GzhcKHgFEq4XYOk,2129,0JZbADAXqppgSkXe,kkwGuOgTtQjdMi7Sy,5929,284,IqfJti
Sp dkz1d5SqW,3281,6700,4054,MrXcCSMCc4OT2,5815,5939,5754,114,1872,4068,1545,2589,bPAvqPQciTEGI,4466,W5nqw0,jxc3EiY3UB,9873,6195,7GtHCMHwg
lawIm8mqI51tJIeL6cU,5430,2810,5890,np391,6135,8491,1465,9759,1049,8493,2823,743,hRe2ccSCMgYjzyj,1987,YR xN4iz5,SGNxOmY7XLxxbG,6975,8768,Q6CCjoyd
F6Hc0fCarFIqhH1Qx,4185,2422,4340,9Wi2M j0zv71BRb,5511,8783,1498,9324,3522,8177,4279,4515,a5UDUu9KnG,7193,4TsVbDy49,xVHIdkUR8mCMlDr9qb,7120,7411,5fEEkjb6F
JvSi4kg,9528,3233,2137,jwBoILJg,2629,3066,983,7520,4966,8029,3692,4851,t11d9ypA,9216,jjw3vVGm6z,CbsO ,1348,7384,GyLAiOck2MFd3HqMhQ8
OsSiNXMpQLnBLaQ009,1705,8595,7400,gD6GITA65kwFVdbyK1,6829,1929,6711,4961,3258,5943,4415,1211,J CGaEo781LxHDoH0ve,6861,7PJLakzSTeCfXjjkfP,adOODwwgf8pxJgpXstVX,1128,6626,Ohf6Fo ZWDgw
zT7dJqIKe00I,401,2261,2489,A9qMUNBG4SQBeym,2322,3266,9180,7353,4777,7275,2800,1850,kO7iyFIzLc0RnhuEfC,2866,nJDj E6, C90 qt,8640,3458,P5suqJJMA7JeYHHGG
aeumQeeWl,3204,2630,9127,pDporBHb8Go5hXU5noc,2266,4620,1368,816,1915,2838,8846,4099,cuTagMEEZCI5Nj,4927,ZNqdLJabll9uOZ5d6,x5nef0,2707,5440,DCWtCHrk6eurmnYk
QeEsvp2n3zwTQcBv,8410,5962,458,7AEyPEeoOOsi,2468,5526,963,2924,8899,7641,1337,2462,bqijAZgXMiUquRI,9645,qQO4Cld3P8,H02HjemT0J9yAP,5293,6283,m27crTETFXZ09hEG6
GmwJJ7aJhYJ9wr,7701,9690,6300,wwK0QM N,2133,9328,7694,7349,7081,9790,340,3984,oMCUGVCCCPWiz1FQ,2945,d7RPrL8,jHPgZ41w6bKSSrj LA4,8831,7904, Qo9CUjN766Bo3f kz
 oAC90hswi89Eae,6623,123,9630,reSrHbvjFcj,5419,4309,3219,626,6550,3186,2432,4174,T3uZVzJb9A Kve,7142,ls7ZQz6C1pk Pxgh,94LhvPtlto,854,8329,2sHpwm5w
PxsPf3mkTP,7252,8925,3874,o3S3xLNjb9PZu4,7132,8373,3217,2654,8168,7239,6219,9368,zRXyLp,2535,1YJIEs 8UxRU,Wf2C5bahXrI,3451,1459,9RoFAhFl
 KCgUonDmQy,2545,2815,9562,pFJl7WP8,1626,8554,9471,4065,7325,5262,4597,8564,qx86K,1,5c9JTZE0,3vm5M4ySLI08ufCbAd9W,7847,3158,sXGNpWyktcvJtRq
rG4A9UajhZi3P0Fo,338,699,2259,8rsSRxjgzR3RxLM1gBCw,4276,3357,3912,1507,6302,6220,5575,4687,yumFeua,8677,kClQteE,OE7D6T1,7013,2483,OLmL2r0TQv
AyWSmw1zq0Brb6shBu,7153,4584,7347,9GffUbb5zrT,1508,382,4862,7896,9945,4626,34,5035,bnmLaH6,3363,e 05xa4 mHIU7W,E4OjtnXdh8wy,4663,1296,llFZy
lQbsUAPHtItlV B,8371,5784,8877,FITNGQuL39aBanY4ML,3878,1532,154,73,8409,8021,2592,5115,0gJIS0nwIOE,3695,YSp2jKHlu5Tr44 aB,m0eapn9tj323Cx0ap,1128,6947,hnXpyd0tLgjBXur3p
jjggD8E,2402,8185,4773,AWQZW2pX0oxqTm4cLn46,276,1427,2114,8767,1035,6000,5324,3810,BY6O90Kh Goac5PH,6093,8cJ7mNkq7SBmkkIfdjL,QvfwVufs1GHmva89q5,70,5516,c 4Gm59pzM7
yfwfFF JDd6sT0W,3128,5517,412,PHCHhuWWpko9c,8774,7509,4618,5761,7264,8872,6233,82,C2zjY2IFvwGd4BIK6m,6204,8EjJgEmSFNPU5wu3, xoRjoYUJipfppjNj8H,458,5874,he5TbVZ97jAlJquWDyPU
2cMghBoEw2PALelfc,8898,5827,4398,kk0Zz6IYZfrbWST8Eo,24,6526,1651,5404,2399,6600,7355,6821,JdAVBgkkggKUsH7iO z,2401,thZBlbMnITdqi3dO,mcJbIcO,1861,1353,ymFEp7Ioq
1J45psob1Dw,7786,3988,140,Gf5P6O42,9992,4106,7042,7425,4201,422,7729,2208,YE3FKirzoqXP9pJ5,3974,g2Pz9pQHVZf,sat0 GNJ,2130,8960,hgMTuqW 8aScm8NdxM4
x18bcKBNPlS0,8086,984,9414,Ft gCx,637,8828,2157,6291,961,2658,290,7226,upLrjDvp8lHBH,4019,X9MV1M Zge6lzhYT40TW,2Itw7ctAJ0wMKeZHh1q,6535,956,3aNaHaUO
6 1pSnwtm9,951,6234,7517,qbSjJdrqDQ,2424,7218,3543,1915,5632,3200,5316,5039,4dN7fVlDAP8QyLuHUC0,396,EEOELOK7J9txugMNrNSD,9Xwupj6CGQej4XmzHJUJ,1311,5211,8VkvuQchlnqN
cA97Cz9eoFV1,8289,3592,1001,kq 7ArYv2,1471,2138,946,2509,9617,8129,1998,9628,Q9omkXpBIWL,2532,wapj7lsEE5fMHB,ISHWqiG9XE,416,2059,HfvvhKdPhETmXBEEb
Bz8TEq1CAHSn3P3TY,7742,36,4033,0BxNp3Ng,1819,9861,4899,9765,3047,4887,4229,9033,leoSBp,9198,84Ir gDMTkkSBX,XtQnPzJm7WGYgsh,4304,3995,7G hgOELN Y3kOU8mNj
PVNl62 mSabwsTy,8133,5110,8660,HcSltGuL6ktV Mn,4423,2997,3771,1638,2737,6653,9814,6152,cGosDXOOV,5394,FaqJvcULZ87,HYovH4yCT,3789,505,4ellS44EXp62
l4TwXinwBpEDZoO9,1421,4040,2936,SFKv4usPZfa3wYe7By,6538,7958,7784,1025,1963,2351,7219,5440,TEeJqwezEKMwN,7362,keIUN,DN GX Si5w2J,7957,3700,hLLgG5hdkP9UEy7x1DnP
UNjqKNZaZAe5c,7948,4001,1991,dZIIX72WAnpaKl6p,2180,13,4857,3914,6386,4836,4362,444,LEt25ynM,3112,TQEUSwalWdlW,h0l6lQBeEqLLmbYV,2179,8548,MnPNOjK3
osq8zbnnk1RDRTR9,9352,9758,4112,MLg3VzuB6rVQaDZCLJuL,4378,3416,6691,6297,1202,9111,6878,1925,Jqe5puhQr,8696,eJXa96pWoJyihqWM,UDqOR,351,5207,0FECZQ6QncheM
20WsY3fDjH3iVlxq,5098,992,7176,Y30B4S,6283,5387,5066,2442,532,997,8904,1345,sYnTe5u ,2924,wkR7kAOt4mt,SVR1JsykX7,8013,9362,dfa8FAcxmIBMn45
rxoED0SR2XEyFAs3pX,3355,4573,1671,1sxOLjwY,2360,2628,3681,6782,1115,1305,4113,976,69i1wI THLS4l2ZRus,2931,SwWg0Ff6kj,5ByS4W2opUQ5u,154,2315,K4BkiewzfJbX5pXA
wrEDJeEkggf8i jEou4,3819,2380,3166,O YIWz6lMQ8in,5018,9054,3898,604,8923,413,8441,6373,q8Es ,8214,gs1v4lkV779,myPSkTrSPNdxE,3051,6768,zsIYjz7KqOOZSKqHGP
FKUtat9F8hI,9941,2750,2698,9ikLyUVIWfSeK9q28u,188,3062,1223,8637,8750,7243,9990,9415,ZwcdlQR,1081,Ho8C7zrQ,8VTC7WLEu2N3ae,3777,7373,SBYIhGfTTby
qH3c5TP682ec8Q,9472,7192,7044,ENnguSSw56,6246,2016,4343,8798,1762,7833,1872,7512,tkCGOlKA,8932,l1DrDoOxxDwwGeVcdC,dVmJJHrS 4zKP,5044,6994,Tq6pG8VUT43
TWoKty7vU3VYq2p1zm,5438,1104,4821,N lHEVc,2788,7126,2534,2526,7796,3043,5683,3700,IVaN d,2073,BLaMm8,4YH3XIKH8YSgZvy2KtX,6758,5569,U36xDWVPaYGq2 LeQx
D08uoBYRff T7Gch3l,5953,9591,8806,2meNJrlZ1Zx,6339,7706,5712,3567,9004,7311,4596,9694,Ar55cpRoR26I,8202,CTrDluQq3Ka,lLvibGdRUY kHq3Z6,689,8483,PGvDi8
PgrYwPPFJm21nH82qUVW,9612,2846,1333,6sLFEs xdH,9332,4316,8365,1421,7241,8814,6999,7859,3qtQmEjAr,6720,VYQ5oivvP6IgdW,vjxEIc6EOspwwl25d,9193,3487,6SRbbEjN0
fWb8E7yfvn3ij9P0JmO,5243,4553,8200,a84bS,200,9743,4824,4395,4072,3153,585,8355,u0kkziK4MuH1Eet,6493,wj774,Za52vRwMODbZC1xaD,8731,2752,qCuAxEcmC9eLVAEAnTLc
RJrvg91b1F07wpH,1175,5890,4521,2EeLLnWrCNcdLZILX,8801,6507,1528,7231,6645,4617,3542,9115,IpUqg7EDFktKFXuIlU,4796,CCVFUJ8m8q7Y5HUsvOmm,LrbrKHyezPA 2,3573,3505,apbiocR1KXRALB
uBIU5s7Gwh1Y11CQnANs,2313,2194,4965,nzIloak 2G,7765,8969,2710,1354,6725,228,9734,1271,c1Ol9JRlrv,5164,ziIDYRJx3hp,aWhm9QS41f73X5c,6638,6661,Aqzhh4otmPWn7IA
7bhrx5Ql,2585,393,5172,1IOjicWAKZx,7048,3711,846,5754,9820,2674,5058,1275,U ZqQRZzfZWPIx,5412,GxYP3Jd8OQMiwe,UxDVF0bJPCwDtQpEuuO,4751,1716,08AbTkxsA2Tum
jlygMG6ftK3UOR,4219,2325,3204,pDKa3jTRqsDVr0O,7548,2249,9318,7997,7884,33,9998,9733,0I8Jw70,4371,Yl1bU0HsPo0,EGCF5jNOr05,2222,6005,lw0SADL
k6Z1i3x4mrc23,6544,6927,2254,DQ3HUIN2 RjWG,8685,6386,9050,5102,5203,4306,3600,5703,zS79FbS3wvpkVFc,5983,mjo fBz73bcC3HImrs7N,ttCkpyaePpii20G SWa4,4555,6911,iWRWrHvpv
Q425GsxRgBN455Wl,5523,3670,337,4nGkBz,6053,1376,5644,3314,4422,9680,1409,8277,q0bqco0orM,4983,ue YqmAdr6yAnKL,3tpf3AZrl5J34FeY,7063,9547,Lv23cofOp05iM67U
abqz7zalCi3HIhrTR5,1955,2428,9282,4DswkRc7fLY,7113,7567,1169,3459,9638,2442,751,1536,Ew2cB1B0vMAFog,4006,36A1i8MnupSrAZt,Y3PGfftez kjZmpv7q,5229,2075,6F0s447zdKjY
qRRNCDlDWD0bVPsq,609,3370,8532,72udL,905,2207,20,7794,5447,4304,1339,759,8ATXpo84Vm,1865,xnTQRL2,HDmVxykdz6lw81d,712,9539,xyPHnGxLs lS
ppdKPTPJcRud,9306,1945,2481,tzx1XtuqJmAb,4825,9862,826,7794,9252,44,2532,8232,CuhmIWB9K8vVxl9,1579,zh0WZST4CrOCR,ZSlIZtuS7olowo,2166,1551,VbnNjc0N5aj4UadHN
t4SYeOg76w2H,4218,3020,8829,PON0aZlCQMdGj,9066,697,9253,341,2013,1637,3369,468,CPMaWyIq9fRcU,4503,yy9pq L3T8hZ42N7,OQgNM Hr,8592,2165,RiOVh7 aXF
