col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20
NH24lRhsWx9zkifwULT,4437,9467,7872,In fQT7SO,9769,3236,2531,BnbnlVf08e,488,8732,411,5527,322,caEcIZpbmz,3254,Aj3CXGjDfQD,pNNfRev3RpWrIF5gqo,8380,7349
lRum3,6970,4898,7944,5TxPacsJaurT,1548,4076,2335,X8uZq,8178,4159,6747,1658,5488,WgvIxeXfMnjN,1132,gJUFm6dz,zAsvd25NPOvO,6963,7985
9GTovKg5b0puaS0,7198,749,6965,ZW7zpH6qcGIZvbf7FCZF,9627,1479,4669,tA4hYgNqs9E,1526,8631,9463,1272,5413,P1yUnfQ,4679,wZvrd2DO,ytfpdD,9163,6892
zse1RBrYqZHct6dCkf6,8815,5963,8322,Yc92RUCDR,8530,9103,2479,TNjXqMFrz3ZCul,5510,2613,6373,1073,2620,MLfJRv,6124,XpGLlXXO5kGZIllCFke,LNQQv,6778,6942
A8S1J3N2F,915,5018,3415,bqbI5jIKCoWqUUHlP,6533,8179,724,CL5Xyyxi9Q140vJsezz,9908,5712,668,7822,4991,fzqEJXAkoz,2432,goSUhb,fxMkwRDB,651,3563
ZhkTL0vS3 ZBvTzg J,4369,2244,9309,vNtk86Q,5594,7729,4720,pq0NZA,9757,1171,4886,9256,8608,xl0w S qYv8,3799,LTLx aN2ZdlqaX,lmZAORA3oHrdv,2093,8418
tJ7j4TQHWCy,9063,8132,1862,Qno35MpZ2 eXUGUo,2130,164,9867,YQm X7mVyJAoBYgQJIr,6365,1587,8965,7487,5961,uXtzu Q,7259,lJX7fuMMQPW5k,xfQRpvDKDLm,4063,761
fwJ9lLeyX2g7X,7882,7029,947,jwc8vfrEYPBg,8447,4917,9717,0AfdvLgr,2725,287,1279,6389,3954,GswuLGl5BqB4NARPHVB,7505,cABVA4 TouJ7QLVh2zGk,X4VlPGLIQucr936gBF,468,5749
NS3zP,7010,3857,4709,dtKGhHJ3rvUNX,7140,4280,9350,G415xD1jXy2bWOFwe,4575,100,3786,5110,33,G4ZEf9,6492,XDkDJA8Ig4a,RqCEzrRLpajJqGezsq2h,1853,2329
ilVsf,660,2033,3309,Hm6m3UaEfr7 VfFT,1573,1925,4435,CidHw56 DV2P,6604,1211,6742,2373,5915,t3esUq,5352,gF2mlTrXmrxLcGhO0,U6vg2LPtEVN3uLdigbD,2832,1341
0BfVP,5386,695,6344,mGb d1,9337,72,996,j6xQQ,5649,9887,6121,4694,9649,wrSxBu,7180,G79C3fqytuE6XP,pn3Oe4rvcFBBkR7,228,7562
qzhGKlyDZSCKdO4,8839,5076,8614,flQ6jcpsDyN9SIeDDkB,451,6171,4908,Aju0ylyi,8063,1979,9667,4512,4693,iXRbKuTW3Zfw jl,5275,wPMglZSyb6,x7v1IK1DVMenO2DA,1711,6741
Xqaslj0s4dM7pO2H,6331,6970,47,ApLhYr4Ja9S4,5727,3558,2512,y6e tZQ nWCd0l,1154,5097,6481,6575,3684,lvtIS6relNhL,7665,ZLzfYqmF0,M5lvcuhoJcjSn4,1133,6068
0BqgQkOfkK4XM9J,2678,9748,6275,YYV2kOwJ149uqId5vp,4287,658,8135,fUfVUsM0O91klM,5640,894,6770,9515,8207,z7ekQm2BOQdc MtF,7371,88DIsUf5eLjZBn,mYYrR,8424,7211
MKxDHaWi2ASi,3596,9849,4611,GTz8JejJ,6422,742,2370,9XZBv6 ,1712,2619,2180,7914,2533,ccMFJ,2377,GYLKJ4KCjhxf0oB29yBR,RudrCl7tTbOlNZHEyZU,3938,7764
Emch0j,9843,5821,8363,sdahQCxtfyS UwDkNRU6,9953,9548,4403,WQTr6brbr7T79s sb7,1588,1269,889,9260,6455,EW9939Pm2 Ris,6589,wh1pdZH,yWW4xttUPMwM9g M,6861,1878
w0HZy,1368,7310,5623,zFaS52k,4139,2789,2601,0epVq,2673,9133,9000,4929,4980,IjuwMWFnY9vna,8332,fdNti,4L PbhBmB,2107,7738
HJvmU0x82BjwONjon8l,7872,4742,5826,ZwEqwx,6844,3612,4788,VceMavLGJQgatPRb,9005,4529,9170,4185,5239,3aDFBQT,7178,UgtwnGQuB, rlxXY,8276,8931
yMuBg7ccf,1846,5416,8065,bPSwhxAnwhhWmY,6,8984,1764,h1VFqdQp0HANRp4,7157,5504,683,9293,3642,dKsYBL778nho,6229, oGhceCI1HpH5IKE,dIXozRx3pMCviZFvSEOy,6260,1367
odTpFgtOAL,7654,9309,3228,w9BIXd,2396,9780,5983,nziCCdjuKSh,6979,7224,455,3142,5951,pDqqSO1TCQnxF51Lf,560,AhsKDp1,TLR4AdsQxduP,2872,1521
i2dbGFnQh35DxB,5704,7543,1235,xMGhKbNACzESb,6043,2217,9275,1TnHlPa3QfNRi,1475,658,7607,6567,1951,WnJ59uGEI,6232,u0Ubtd,AYWiBLmW6,9336,4484
utsFctWzJ53tcSI7,300,2689,9803,ILXXmKFHhz,1499,5804,9874,tqIHi24VM9r9,179,999,8929,2865,6102,vl2q2zbnTAgP,6824,Y0TBpC1PC3l S4nY8ZP,tqDdx ,9685,6673
POeFSN4nT,6736,9355,3083,wE TOchnaJNeg,1593,2279,5985,RirRyFnt,7085,2405,7474,7316,8109,CgwHRMj0OwU5FCVWFZLV,4404,0HGa8HUtBhd3Vx,nRUD9aL,3985,8410
s65rxUzF6JDnnkUo,6534,6830,3126,orC5gc ePdlq,503,5213,8895,ugQ2jBl4MtZ,6161,7536,8632,361,295,iikHC0ZM,9290,VSGuIkAtr OVbyp,0xbsb7sBEx3ha0t28Z1o,1132,7664
3E0FJIp21HOTSH75z,3720,2335,4810,ofuJUWRlB95,3664,761,1775,wjpXY,3183,233,9267,7847,4001,MlOnr8zZ,9228,afb ih9,iCKRKsIEkNySXwns,6017,805
q3yUT,8088,4844,6547,bLGmnj,3705,3303,4131,D5rMrVRmcqp4,7753,4329,5791,4003,9710,Ytp9NTNeDO0lbKZuvQKH,2245,aBsHMXw3,KQCeJ3kHH3Q4uq,1104,696
cm0IdzyxL,2029,1663,184,RuiBH7Tyno7VPJMOi,3896,6929,7445,YLm0w,7546,7730,4781,4495,4244,nrBAvacQhSNfQ,7920,B3bQSe,PT rKmiRsSRs,6706,8302
sYFaEb,1475,6653,1153,wjNx6DwfQA0jNcPWqy L,9578,2534,8710,c7h4cWzuN4TmsbQS,6001,1623,4302,862,6885,i0hTnYWI7ERuKix,9602,sAvAz0DXlxYUgRjlviwH,RyzfdFB1IWDh8,3441,7781
Z8cvIseedp 05l,225,4727,5183,KmVhfdB1EEZ7A,8099,9950,8195,oLZGlpeGv28aXPoEI,3684,2497,1063,4214,9828,mWQ6o,820,b2pHyI,LqFk0iUZUu,5379,1498
I49vH4F,9509,4620,4677,JHmWTZV2XISj,988,9520,5613,krntX2Yafj9x,1457,1902,4416,8942,6147,QXiW1fch8OW,1429,USSk4UGN4iw2R, CQj NRDZIKuiMvfmy,7952,1996
hdY5JaAPXyed1,1989,834,3132,QxmUD6JrcOQp,8198,9022,3908,mii5l,2352,3567,3720,1537,3184,fgILAGR,1528,LxKSbcof z1HT,kgrxsWnJmQ,3041,6750
RxkszQeZC,4451,4036,8479,uCoiRIqAxj,7620,3419,8335,04YARtJzJrQB,3669,371,2933,9974,9792,Eay7u,4637,oPpTun9,9MZX9nyl,6608,6874
PTstqobXSld78Bs1 m9Q,3751,3383,3088,AKgA5WT7PdyyKuqDhX2A,2459,6990,4468,1P6CHldGJ09gFW9j,8637,7933,3584,2399,3549,vqIXx6X2,7120,dOiYAZ,rZXU3Yvyuk,2014,1310
gTRvy ,5886,6504,5455,TXvGoER8,665,5004,2904,Bi8MD9igGPFbCqNf,7308,5130,1994,4445,4737,NplnCzOSlJDid,4728,Gt81FqjDC,d13OpV2Xa  Ka,1828,1368
QlfyS9R4FXzgs,6500,5615,1838,4QK  7i2Py7d1jH9,7760,4173,889,wXGDiZSOZVL5HIDwyXu,4310,9737,5974,7388,917,wYD0HsFeIN4mOEFbfT,1705,KKxhXWlLIbY4yx6q,6r5BVurh03eqi,3151,8127
Wi7roZQ9IeLxpR6g,2478,2139,2728,5dvUjjkD5TfI1,1548,6230,5041,tp3OfRC20W9P1,239,6033,915,2507,4803,8z7Nw,8740,MFBbCg8U7S,cl2MIDDybElyZ3guYL4J,4913,655
Vn8y0qnzUfW HM,5219,6990,6312,NOhHYUZA,9077,2964,5436,2I pRZ8,6944,2517,5952,5932,3891,BkKvfrpCaLRcKB6It1,6993,Dvq4h nIsdZFB,WxA8CtX,8796,8421
f5wzvg,7513,748,7669,ttL7NV1dgqyzWJpUhgyT,5470,6968,1509,JtuaL,2558,4624,405,9141,1129,H4mi2CQEBo,4684,ifC6i5L9NcVFVlFwEf25,cjfblETfsQ,3885,3187
x3mt81b9D1Od n5y0nk,5497,9804,8571,0sG5oVCJ4Vghe,2885,1408,1820,uzuoxss0HyG8pvgz,2105,1839,1218,1340,4794,OJJCs7Cmr3gQ,4712,pY75BiXR sURCPdoH,ijc6iGGT9n,1262,2660
w3MtbWGY2bXl,5718,6696,1859,YE8BivnsY,6614,8378,9252,hTn4bK1 ,7482,4251,4135,9439,5981,iNgtelcJ6Rm,1041,3XAFVC7QYHspx,xB7BB07jsosDi5qA,8375,2490
am4BGHiRYm 1MPmFaOo,2714,7315,6524,5eOIm,6857,2300,9573,wTGRJXgZ,1874,8728,6578,6913,8641,G4N7eTIFQ,3840,0H7iPNj9f3Hl19Mmfd3,SW7xgc,2581,6358
GVrIdtg7ZKu,94,8488,5545,pdiRlNFTgc,1957,8414,4353,vMqh8,9359,5812,2930,1242,4583,Dw06AQDKZTi39R,3067,CKW35HTPy5yU8a,iGlvf8p,8747,619
54q3OoW,6908,6759,9725,tR2br7,1148,9191,4626,D1uIRcfB4x,738,6315,4151,702,5166,2NcDXbfNbpzs,3598,xLf74fPG4DPWMopF9YH,4ZEjwCZ,117,4009
hzfFm 6,9630,1002,6860,hpAZdCQ6AfQGKh,2823,709,6301,WTHkx39MvrkzTwU,8203,3970,4495,1460,6582,gKVuG6ZofCXj9Xj36,1728,zKdLUuvPGgl,2RMPjinF2VOdqles0Svj,3240,4137
CLJind1cHb,5891,2429,5541,HeZuUg65,1717,5043,2408,5 4M9O9j,8231,8604,4432,6096,8663,7ZsvNki75Zlyw7O,934,TM7wG86Pi,89ChZDZ4,8521,8864
TJk5lTXppx,6763,3271,3465,L539Wup9059EGGAe08U,6938,2260,6865,2zBYCwesY,3167,5833,1646,3454,5947,P16Jp W9hsUvC9CMIggy,9076,5ETM9Y3i,PkFxF3plcJyMC8Ux,106,3674
2jMsBRX6wT8,3318,1368,3057,Xla2EfwyA,7137,672,1957,JRQpZsDopM7WJPG,9370,5317,9828,6797,5995,N73suZvSU8A1DM237e6,3331,4V1 1oNE4xz89uCirbE ,xbV6ZcjDWM8EuvSxto21,1643,6682
lI7I4QXKuOHytDoHq,816,2156,2643,HTlS8Y37fALj00U,2628,1413,1455,oRKjVqc,5482,3909,1742,610,8493,Cj2RgT8JgG1sfVOtbGdo,1740,lC99et4mek,cDj2S1m2GL4zT,7996,6738
zY4pjW0br,2068,7037,962,vudNGJ8pbz8rls,2668,2161,2288,gsx9s2faduwIhF,4853,5388,6506,8253,1101,qLM1VvqN,708,SwVCPVXN4qXCGOZC8cd,UafZDetEUa,8552,8376
Ejps9v9,8582,7544,2369,MwLfxUP,9000,6165,2520,ISBUBDgEn36qLKA,4717,3520,5660,9971,5606,ySVtTwJlP,9762,XXoyj40jxgJXLInXHZL,r8fFoHLSy95CKy42v9M,837,8531
Gz1jmuPrR8WmKg,2536,3750,1120,QY3CMNoH 2NioQPIl,1712,7978,4103,A0QhZrE0GRNp,2926,8183,792,2208,6616,KveEyVCdz,4431,zrxKPZ8eU85cTO,i4J9cSlCGED,1876,8358
IP1Bysi OFfvl1PQdA,5612,6589,3264,7BRJjX1AD72ksaf0IUBT,584,2012,3482,ANi Gc0ucZ,1426,9407,5375,7736,8991,RrmhQ,29,F637d09sjV3Bdx8Qf,e6Z6M,871,2365
4GmdoC,5546,3749,5212,R 76omFbYMt6jc0P8yp,9294,5539,13,eT0RGrSnSTarbL,1778,5255,8077,4982,9565,1NarkP Z0Zj982,1589,jJ4KF59UP2Hn7N8l C5G,mI9M1RwK t,2351,4567
KUMV5hPG9971g8 R,4740,5884,7107,To3bzZUB0RSlvIDmuEE,2855,4886,3089,XQ9VIQpgT69,6983,8392,1685,6695,1982,GlbXrY,3560,qiWuSwTkBEu,LDMiofERHAzuxGxB,6438,7476
UD 3Zl0tx g yl3Ve7m,9366,2158,1607,ALHtjvh,9051,8740,7156,rwf9rH2rxiBpKUQDiF,210,767,4045,5278,4336,2RZPyLaN6dhYt,9569,cKLoxGZ0xGoc7gL,4iKil gZm8U9,411,8743
Sz31rt7M2EZ2sXOiC,323,6103,7441,n68tGKCT MLnT,5190,7593,5865,jHUWpa,5730,4949,1117,9094,6775,SAezCYOSSF,2386,EudHRrH46Bu2T,klQEMKPc0uLZbdeL,2909,7708
iowu6im8V,5249,6766,3770,7BW6j37,7196,6225,2247,NltsSMhGC,8172,6605,3866,4554,9039,7x1YWOzVWZ71,5524,yziZQEu UGxh,KO NdpodIA0sfiK,560,5900
uERas9yQd5OTW1x,6815,3467,1891,L0G7ckh4,4408,1653,6494,x0DtxGaFdrAHiKD,6202,4224,2352,4778,6963,8zAfUX1mm7XTt2,64,Tf3tpH7A6KfZ8rc2,T0AGxb8XM5j3zuQASFp,7554,7093
JjvhUyWZows ,709,2111,7603,4lz uPHtkNgxGFc,1448,9441,8203,VoUEOncu7pg61Y,5166,9412,5143,1972,297,ldwp1WblK18rx9r,2869,F9r8ZUThwGLOCPBJj,QRNmAys7Rs,7201,3563
h0YLO rv,6751,6275,6360,SZoTZuOp0fcB,3980,5442,622,ssl9td,4718,7991,5831,7790,4948,mfoy4,3302,ZITyIH9GmIH,MJK1mBzvM,6381,1431
wUAlM4,8503,9779,7727,sHjgGTx4tsoht02Yr9,3013,5727,9407,WhnDdklktEUzv h,2127,5399,1026,9907,3310,msebfOlGRcrQ,8735,tDgM8kvOL3 aEYtjfI,mPvg3563bVn,3534,8931
hUOmrQxz2ectMo6K,1620,2648,5104,0fjm5U,4401,7758,5411,LS53tmMGOTXQUvlCRvxC,7212,10000,1762,1355,2282,6Ndb l9LH,2496,Vg5b eMLyG,vkobvQWOrF3,5620,6672
3R6Bf27wQ,9675,1498,7328, MO2To0Hic0g L9,3964,2901,8803,oFq0NPlaETMQW Tz,7477,1998,8045,6699,6365,VZcCl4h1F6AS0t,3755,N8sRupd,SGLa oSri,5116,4589
kDXUCEQuu7uV7,8559,7328,7740,SjJQd,9953,8344,2298,FFd17iIqnAwUSqgWigE,930,9865,6711,324,4319,O2x7coXp37dFFv X,2160,vkzoVmeCw5nSN,fpnb1dehR,1398,3907
TvOSs1ZHt2GDC,8584,2508,2960,81DnUi,9662,7464,260,1C7xOLV2FbzmO7VuF,9725,2688,515,9266,7276,RHL8Yg,6675,4bUwV,oTGVK5AsPIv4QluM69g,8604,1674
kgL LQkq,671,9601,8327,M1BVsHUAUzMhLpnVa,3266,6464,274,oqB4CQPEBm,8992,1307,9636,122,1611,MfghJ54Re49,8499,WsZRluwv33covOyBgt,dJ45yXB6JK,2353,3257
Hgb7s,9394,5685,3512,YNnlv4dcMfA984iT K,8850,7390,6343,Rs1KCv3FsUCokVEfL,6360,8373,1122,6396,3134,I3elet9lldbp,1403,kvGE4ve,leMYY,3200,3140
usu8b2mUITrbAO6aTk,8240,8354,3238,A23iiHmZOr ,8372,8386,2533,sjK3pSbd6Yrs,8895,9341,5351,6221,6157,Hgyx3TNUVPlGeg522,5150,2HvDT6tcpezf,lnsghNkDnP,8133,615
73y4WrGX3Y,1926,4571,1939,GkKz0NOYNjFe KdnryKr,2651,111,4639,rxLsC1EzOSsa25CtIUvN,4126,1847,1193,3080,8441,uq073URID2MwJ37MOG,107,v1Itv,W50Bs1kTgdHDPAisIi9L,4884,3981
1YiXO,8977,8022,2159,pVcO4P064EtFFj,8034,7548,5492,KROIyK,8970,4152,7401,6740,4067,ktMKXG6P9,927,yAcmjDOIV,cVTHdSzBfy0,4268,5907
CD5TIcPzOeQoWRvrH,2097,8832,6693,UsMmRONJ,7425,8541,3911,hOa63uX sxOvn242i7v,6450,1913,5600,8361,740,cxeIS,2521,JSC8XTw8,twv E,4029,5222
QcHEx,9054,4562,2538,HYG9y9AjuTfN7wAajcE,2654,5259,27,ayCRDGzYu,6437,4601,5419,2999,7100,AkTkmf8 RqC,6628,tel5 ,sgTbxyWc8c8XEG,7606,8028
QoV8QaBKURx2fwdf8,3605,6040,5376,7gznsbYhtkkHL,875,1421,9561,S770En3Tg,6444,8223,8815,6617,1404,ghM51aTfm5dmwtbDpI5,8815,qsBvfjtR4ZZcskA,NLTI UPG3R7q,2484,235
0kDVVoivVP,1129,8517,5578,ugxQ422KItpf,4229,3875,3503,VEBkj,8529,363,3848,186,5777,OhIKbx2U,4366,0BjamUWgV0Xxdw,aOtxS9cbGLPSAkhMC,1925,454
RL0bDcauvX86Shhl,1955,6606,7739,b5T9sbem3,7050,6593,7974,9gOYj1ngPsZ,8356,2607,4953,5736,2283,rAKZsUUx0lHxROu,8123,LUir2TAbBQGnK b,XIxbRhiLt3 OT,5560,5713
R8zi2Wu,6036,1642,4044,mifqafY4D,2741,377,6850,26kaIJ,2748,5064,6202,144,529,EP8hOvG,9339,PKMEMyhHVq9lwMI,7CcmcN1F2btAygKEGs4l,3597,7626
uzZF9AHVygXxjYWATcM,7135,5251,164,fhsxapuL9IgPHYAv4 8,8941,485,3606,sMKZw ,8777,5494,1342,9739,1758,8juI7yGRxe,1000,BYL6d2xAVzz3,cBmyzM44yfjrH,2620,3739
PEbbRK745N nNZ,4371,11,9973,M2Z7yQYUYu0x3GVzeG5c,312,2581,5360,DK78m51W5kBiMeGyxyGw,9227,9589,9177,5951,643,LtoEsLEv6ItKvwG17,1034,knFKT9KSr iDF,4ykoZkgzooaLEac7,4549,3790
viXjaEj,3503,8776,5623,re8TuYil,146,4412,3870,cBleXQW6aqabvW3CJ,776,5513,2120,196,3115,5wrlt A68,5383,ySprac6c,WCt69m,4843,2791
2cHcMAZyhE3Ts2d,5708,872,1584,cqqOELpEgbInA9,9140,3977,4270,iklq 0GOpmlCjUeDh,6276,3612,9270,2942,6988,ZZozOITjVw8Zok,7823,CdLiYM,S6wxcESm,5852,242
IHLaaRneELOJ4xl4J71W,1812,7055,3211,hK1kGiMLQavwdPKz,3864,9853,2070,EnUQwdnB0NnbFjjvzyU,8446,3401,8698,4095,9186,lzYb3i,7424,CJmIFkktUKk,49702,4261,9234
bjVmzc2n2l6tNl73q,2146,8561,8344,UtkIWR,5457,3803,5438,vfvM8,2905,5179,4420,4117,888,S 3uevyKwNPLL qBH,9158,WZjDgqM,kY3JN,5489,9886
kC8fCKW9nkg8GLef2j,6344,3852,7223,EqXvB4We5FMrxBC5,2439,4331,2269,i3KPrmi8eOv,7534,5503,12,8480,8541,oshuDYi19VbZQD4d,5065,khEKT8C5CYhsPP,iL69oFeRZpWUC,7087,6777
5jzXRgkqKw4c1,9616,316,6337,9pvegK3iHeb8qTCXvcv3,3912,7887,8192,DeofKAH,1737,8272,7575,9175,3196,A2x1ILwTAMAPRrKZn,1008,EWzUkMXmkZofjqdSi,TcRiGwp,9643,1587
ZRRr9ObADtWyk8J9gi,5626,8677,2126,mOvJuD,5320,6550,6129,Yv9g6ETX,7665,6229,8336,5733,5675,ReyeD,3516,ZyRahG3Xtrz11JH11,rH emJXnmySuuKf5w3,8062,9520
57SpFre,4221,3667,6049,ilIWUS,6595,6082,6478,Jw5CjMoUkarjk,6311,8620,4165,3998,8837,MJF3SGN0VGfq0HnJ4g,3589,wzgKfc,LM1CtAY8BCpN,9503,7977
