col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20
8590,1186,4430,1485,3132,7690,bUy74Spu 1d6WYahC ,2Y4f9JdLl35HwLKGGz,MK3fZF ZZk bVZIPl,8413,8165,9994,9005,5DvtjH4haR45,5529,476,3826,8FmQ6aOMY1I,olg sMZlc84iEl9y,7283
6023,3304,8837,5215,1499,3160,9YqfO8cVw1GuVeAIXnKA,zB07iKWVFCzQE6qW,fwiWdbLlLD2h5,8335,4786,5969,807,TCZcex9X5ovJxpS4,5907,9924,6155,foPjodSCGeSPd42Dky,LJW9ttjD NVxB7jj,3485
2394,9173,8829,9980,4770,8949,5RMi5LNG7m0leNug0qQ,hQjqVaJUyBbq6Vmb,YRHyebe,1723,770,8991,3452,ZvsVVJIrZgb KS1V,932,1610,154,lNj6M,0HjV7SAcckABftNLF,1691
1148,4283,1744,9027,686,1154,pnZ9vzM0UapbYw1KjaYC,X1HOkN,mivb8ufmMXIZsq3I,9184,3274,7330,857,AdXvw2mc2IXQYUgx,6542,9527,2852,vb66rI7kEoz3rel,sJq2JuNMAGNKX0Tg,648
3384,7185,6244,7603,9407,7408,oXNgEHrd4m,4bidKnpRX,RE4u7ZCY8n5Z6,6590,3544,3472,9577,hR2sr2Ilui4,1608,2012,1696,xixWLCWf7I4FfJs,ytHOYWwr18SjYfkui ,2048
4843,668,1271,4739,7951,161,eZ5Kc5Xn0FyrLJ1A,goiOAD9jj,6rwFB0Nlm IERT8ZW,135,8690,8459,2440, hVtcZ ,1563,5918,3380,xft6AZT4,S0U92I1XJ,7841
7579,1043,4047,4424,34,5642,A0XwlI8hL3xbSx7QM,V1xT7on9j7zz5Z2XL,4Taws3n1KC7jue,4332,4792,6256,986,kCcaiPf,6666,9518,5118,VxuIDaxP,BNLG38,2216
2139,1875,5174,8415,2794,1585,V8h rFSGApu7zOR4VKTS,xoag63tR8uBGCBJQUMt,p3UDpyFUXb38aSvZ8,2251,7069,9834,1484,QCCQhA3Hh2obzQzI,7514,9332,6151,MU2nF2V uFDHWeQ1,l8UvnczIS,2906
3220,586,463,8239,3073,9095,8IAcqj18YvWj,HFijs,fSD0zJtPW9,223,6392,1161,1440,UsJME5zGjDGlE v0EgA,9812,1470,9210,jpz3SsxDreWxoPXM P,88pKrpbBukhmYHx6,6951
8802,7533,7157,7776,600,997,5W6nFjcxSRFrmGV8,aAC8T,QeJLV8FGt7,6623,6600,7255,1573,exFZrR3LqnPjba5MtCA,7241,7201,5896,Ecojr9tMiAOIs8x,iuzT6UIzO4dD0iV,5086
9491,5183,9708,4019,3962,9815,sUfOOqawGW,Q8YXVWo3em,xGQyZ6QfAmMqtiP,3085,9652,7563,2127,oZ UVKRrDCMqX04PQV,4751,5074,7779,xCf8eSMB,ti0b7pcqIm,2934
5468,6174,9765,9588,3476,3850,KA0YVUabaNV0Sn,8j wUwB7bMVWdsB7e3,8pELmR,5812,7390,9125,1724,HpnwOP9G,9780,2875,205,gH6v06usKub,ID jm5iupPVg,2977
2982,6514,2992,5463,4140,2534,aPEun29Q1P0yBiAT,4t3wvN2L3dqDRSUh2A,xatM5A0SiVk Nm X k,3142,6066,5867,2129,fv65GRVFVmTIeYmK,357,9716,315,H9hRBcBhv1OpPi8,jpzzlk,7484
8,7578,6995,6734,8683,6831,ZuZ0DHiE,ZjDRWPiV9PT3hTn,sH0R8,6920,4954,6289,1856,9qsorpMkocW1,1098,2812,2382,4g6gzNw6,ff OwnPJiXYysgFI,4306
7054,6024,2446,9139,8630,2031,B4HgWe5IiK7xfbsKcl,Oj7sH8RYK,sFwE2KFX4bat3,9237,9505,8862,6331,mB7ktgz RBK i4gs,8154,2297,7134,W0i4Ki9rUVWqLnt7wMo3,jj8I9,5985
5813,6760,4496,710,5947,9185,HdnVEWyW2, xJVgcwPhv,GMMFgJ,3840,1289,9103,9011,OFy49,207,7242,5177,0fif8igSwYcWASS,IeX3W8KfA k9,7994
4785,1825,2523,5428,8449,7910,n3CVcjl2n9HbHwCuS,tgjmsWdjxHoG9TMbjTwN,t9NYgstSB6JK,8395,7696,6662,5443,Miz7dd7l,584,4906,7715,kHH1sv4 TcFGm h3dIRA,PJIbu9foJAQg24830,8389
9902,6118,1173,9671,4014,4710,vIQTb6sG0Kb3aQ LiP0,YovqhqOws86,ldGZr1Cy,5899,5274,3737,2088,GaDAw4Y51jjlZLDW,7738,3210,5944,8Rn8Tm1kyfr7IYVc9J,BVNWq4tU9PM,8347
10000,5539,9612,3174,609,3283,2SIyHqakN,xONwjEbhHVOg5u,XTIrPMKrvDfk,3387,5629,2556,2158,QJOE7JjoEQSk,2026,6014,8381,sZQ Z,uaiFWTmYl7UN02E,3024
2415,1993,1451,9160,5008,1686,oBXfcQZ,CnSn1ah29yNwkjAZee8o,FvTXD3YOclMop7Jze3h7,9295,373,5797,7545,qBGtYjKBNQbLaX,2044,3415,3336,vPUnWdhHp7h,rKouqlm V6ZRkt,7
5037,337,9353,5531,5188,7944,tAcvyQKB7PjRsP0D3m,m9EbE5JUC4,r9gF0w83MhPzhyX,8135,2618,363,6524,pcvNXFCYAZiMj,2669,2227,2914,DyDpQb,3XUhjKDLC,5792
1280,3460,8916,419,7781,3122,kXT6kX1S4CnumNLWRI,vVcfPF7ee4x4Q,AlH f0PJqm,363,9687,345,7893,BLjKYBSn3VZ3w,528,4176,4780,CMLFPq,V5tpG09,552
9477,9799,2720,2614,8374,9358,L6q6L,IJ0yctam5fDadBPS3jb,QecCi7FjfTZVtHM,1041,9152,1884,9519,V6BimMsubacyiKik,1763,9305,1269,DvPH8GBSag ,i6D6UIS,200
5269,9209,8353,2077,5739,2181,NnjmCOGdKKbWrC,ZphGaRW7nV,ZPwcg3jbKkyRAN19qbw5,3208,9277,8567,3278,NgPxjRSMdwqfWjZ,7113,5182,3344,YTX9DNh1xYNi9,M486E21Sk40oPTt9,4631
4127,1230,3242,7092,9527,2404,gW2nZXF6AbkIZbNdgf,rggP33z,mtHw5LDLJAb9Dj,4134,6138,5234,6751,KvCx6mzSKu66cPCEGdU,4060,3421,8608,6Fquu,pjAyGb7aYdjrqW3,9286
3437,125,2015,4390,4427,716,UC8G2THhLOcX,D328jisM,9oPmTEU,4451,9234,3629,354,82LqCf40 h,7525,5542,8328,wtOwqaZq1M,LCwgw3Wfet0xBJue1,8377
8642,3005,7834,6460,6991,917,c2h7L,6CBYMPwLwts0Q5jxTDy ,qHKWs Sre,9218,4092,9538,2417,y3AUKssYEFJ7,5342,8023,8765, 7HE4phO9AGGw2,uZDhwKUfL xSeRqIOgB,480
9170,9295,4610,1567,56,8955,48Zjk003QrHCIlkQob,cgqKdqwF PnQB2Jq,BSmJh35OjIpDpUJ A,2511,1255,9183,3253,8VAzh63wHjllS9WL,302,7991,3680,7yKlxmsl0,0lvFr0DLdgX,6235
536,3305,104,1351,7799,4971,I6ZGO6sNx3bKVt8FS1,nMJDhzuX,fX7CUFcpI66f,302,2307,3019,4449,K6FZ2Ava78rM,1845,9726,8220,lkSlU7vk0ux9YZON,anfHAtoQMf,5041
2461,4669,5394,252,3798,3264,uVtKgFAeFc,ENn25uoFvaPQk,fpMbq1lIt,9985,5005,7179,2569,rknHkQdJePi4LNE5UvdF,5200,7607,2804,nlfEXwJjF2ypuTQR,sFOYdO6h,4222
3978,2948,2262,3106,5630,3105,1PVapB,AMsbdUOzWnzY,ZidOPY,4039,752,1258,551,9eTf7qb,2126,188,5293,QEWzWVxzcAK6W,Q90P1bcNv,411
4869,9363,1529,7911,3162,736,yTlOq2xRCaAcpfs,snmi7WmIMcJvlrLEW,vOvOIYiWf26JvivEtTyN,9127,1864,210,773,pl MjpxX0R9Bqfjm,2287,8682,5008,kpRRqzhgGRezfeg2jcja,lwt5O,3416
6856,7204,7039,8696,5406,2371,myL87n1bt0editT9oc,W mxP,M AwxrKMe0hBexjXn9ox,9327,2235,3377,7791,jbShoD0inOtYOusvS,5600,4739,9659,eXmbXfnjsa7TCw5HjBG,G gtjFHdt,6180
3288,826,1714,2389,289,548,aMO1gDRr6,mTeutruA5,Kayc8MGaqkYfvPug2f,5451,2027,5898,6514,Rqlr35uHnI Q5XzI4zzm,666,8143,6357,ly35cJ06,7G7E85lo15WdkXLQSs,8910
1475,2473,2776,9903,3274,3720,2i36isFm55R,eKlKjDtxagB8PGio,gJjuZ,9336,2996,6617,7263,WDoCT8cBjReVls,5787,4963,2475,QikCmBGXvDG1WOvZwzH,FvpFoIzQ7,80
1327,3287,418,435,1725,1454,nuC 3PAe5x,aPR5nDsYfdPz,qwWow2DmTSFjw5Ai23Ok,4267,2219,8797,3195,doOPnc ABSaGnAq8SLmR,9802,6472,4794,aiEpW,bY9kcwUTOqAeYDF,5801
3539,6350,4921,6892,3757,1267,vcTL3UQ,5vKMgPwUmLV0x,Yc3 qSdalaVPiQ,1955,5445,3737,8278,UUMPl ,7447,613,8546,SC2LgeaCsiEP3yyT,3s Mtsam4W,5140
1607,385,8943,4222,8015,6082,X9zR6lp,p6jG4FcoBDXQ5iP q,l5WKcgdYjoz,5438,5436,1612,2562,l3w q7ypki9,7026,8583,6428,Mf2CTYqJtOtqmE2,VtDmmA55MVNQxuhzS8g,6269
899,6065,3849,4146,2996,5150,cSnRW,7uKtnWu8msm75qTe0Wu,PTp9UGUqj0Q,7366,4709,9972,4039,a8UNxcb iGFj9TxVL,1591,4506,7840,dEbYiE5l,PCaxSWiVs MmUt4z9e,9878
9955,3920,8065,8440,9112,1168,d5LerrcNRP1jIBskzyHw,chU5QXwbmc,DtXM41U1W2F7F48ze,9129,5425,934,555,iInzn8tLyVe,4682,774,9824,LpaZgGqGg,6WVlyntfYH7,4422
6215,2563,2019,574,7915,10,p65RnERetY3C1Fgkyhq,oNrIiPt0NTbFHGsyQPKK,MTBOFu5trlX3Oxs,8097,4204,3768,2404,98rvmJN6r8Q9IZ1ttE,6436,5412,2940,y0J715X,QWkT5kh,4273
8834,4678,6258,2031,5814,7905,ZOGoU9FK,XVVKIFy1ys,YBrr ,1181,8874,5628,6793,fzZCM8vQF9fc,2930,7658,76,bHh3Sa4,bMPjysta,3267
2064,774,955,7242,7096,9537,whx3AHRUWbIuwdMx,D3npoiUDg81qzF,hdXOuj,7537,9352,6703,5481,cqtVcg,3864,6826,5246,h WsKisezz,8NS6zdCOdBufL,8961
7,9750,402,3941,2676,5345,A3ii4Rikr,RN74DZ717u,GJe5VEFTqNg9,9493,9557,1732,4651,1ztpRal3LRf,8246,4915,6272,qMfX3O1,2gUyVky0J89,244
8793,8436,4896,9860,212,8061,gOE8vSUHOWdor,wFHwDdLq5xP3xXS,6X4pkB0,9809,1055,8143,2622,prYu3354dSIzb26TXzpF,3188,6418,3823,jilIE,yWFXUnFZRD5AvDuQBG,35
2100,1982,4259,9143,5227,1061,DWORNdiFX5useZa1N ,A8ch2H,VpNlOGY,3883,8795,7633,9929,RgeSIlC0jBV7pSV6,9229,8908,563,4ZdhX,Tknn1ero,2759
8445,6239,9747,9912,4274,9900,bR24YMXd0nOoIXJjk,p6nOm deJ1EkbcwG4vkj,fbUCR,5510,2567,1905,3240,rc8Ro9b raz,5488,8005,340,qwCTdQY uXV2azY,I1rCfbiKeiuSwuxT,3454
7501,3061,8596,5703,6886,4242,UFCfvv8aWJluZ,JuaqVAwXk,dpML4Yj5V9aW8Gl8TD6X,8019,364,3575,3565,CjmuSsox,5258,9929,1757,1RNIAbQRMKL,ZVbvG1sRpfYl1w5v,6532
3095,1546,2469,2180,4267,7173,jv4bnAXDGYb f0F5DLo,8JnC7iisOuu8j7ip,hxS5rHyt9,4892,8632,2591,6811,aJGDzHcTO,7206,9224,1299,cqF3PfUCa hftQuO,E 2X7O,8336
8983,7900,5960,6579,2144,4,q6Uf9T,UPKxlopcxj6WRr,cG8NeG7Tj9kKL2k,484,5730,9353,7242,l w7tQQhoVVtrpOX2wdF,706,8255,7949,xcgIy maI,vhGCX31,5789
7655,2117,6577,4654,5317,4490,owfwXXi,QeVBJHTXsOv1H8C,lnYzTfWN,8868,9517,1871,3830,VIWkWZsezoSnR0,4662,8194,95,1HHalrvDmHBL,nkgyzjeM,6822
1077,407,1374,6256,8525,1685,6l oC,uY4Jl,Gba3Je4tHA2vlUR,9194,8760,9835,268,77GN8sSQWMD,134,2553,4713,jQGbF15jq8ouqG5AhEB8,XJoSqd9RcnhrfBsC 4,6780
3192,7533,4479,1437,4307,3558,4tmV04,B8w0skmu0aSz6SWGzwD,CI78Msv4PMn,1617,4557,8704,252,SMB84BZs62,6819,5681,8543,Cn7z5ug,yAtD88XBGt,7925
367,9851,6564,3404,7886,9861,HUGDCOOEZWXiAQ2RJmom,Z1XXFW7E6gh73N,ga7YfTSSxp86Ar4se,7185,7997,7297,7269,4jo3QB21YRY3u,9617,7326,2616,aPYAOG1nQ6kDyUeIf MF,3W3npjVYvQHhBBaUh,8590
5733,9474,244,6120,9593,2094,zMHrpVDHb1SrNh6,WROYYY7yiJB3,uwsExoy1oJ,8542,230,5275,4146,NIUHCX7n2X25yTD7ah,129,4168,4658,87cQGlHf7o,uv67VHOsMl0JAm6j9 sl,4512
2135,7548,6340,6210,8061,1262,sD0nrpd,fj3SwEqHFivsE8m,XiPLWa,2861,6606,231,6608,2CI6zyAB44,7091,5945,6832,SqDFyEHmqvs,su5ywLTYm3PDHN1w,8144
5061,5022,5772,8789,7987,1320,jRM1Py1,whuRR5jF,p ipLvk72Tgv17RM pYB,7675,4186,9388,9850,jFJveE04Chb9xSm,4596,4868,6949,NL0aBKLQPm,LhB tYDUnWltmz4,2710
3555,2661,3370,8302,7369,1069,9KJAwLWeu1ICX,l1mVcwttMU7y6c1wuHLz,gstaT0YEcLX86EEgQnP,1965,3060,3321,5576,0fVTvek,9857,3761,933,r7AIbczSZkMM1EqIb,8 xy1Aq,3990
1149,2705,293,1201,6072,1653,tTM6tq5c6,cUtqY,r4BwnCLAco7cN,2562,317,9150,4367,aQYoLeMe,8978,1699,4146,P1n1nHheuRYQs9 3j5ZE,5ZeX6,8960
8428,78,3888,9201,2587,3496,SRhelqJy6QcEah,nYpngMJhub LEsM,keOZgabcE9,537,2956,8509,1966,KPjrMInEuzD,1136,4213,731,8B2zgsBn3u3JFBNNw,JJgwoH,50
5081,8077,996,5028,6862,7013,sNOS9,1QbThJpU8gO0onK,0EDAgYKXxT6TW8f,8968,5536,4678,5768,lnGjsHgJMfa0qVKX7W x,6628,1470,3856,FgR7orC9mrSvJ,I0Xp9yfvK4,7571
8581,6196,43,1305,8730,3773,5PbO2VBp9jmYkqpO,Ddc 2bkO55rQZS46xkVX,6f874o1n,4911,2248,7400,1803,X8BxIVfr,9837,6741,121,WafpF4X5Z,oneIbY0,9803
7873,9971,6077,9212,1329,1962,Ptytyof,LEHTqxpTWNEAE,03zAduDHRHbB89,760,7563,9082,7513,xvZu6AuetXzWd,8662,6504,2509,kz yOp,Z941ZW6,7367
