col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20
8692,6949,9321,7963,v8uO8WN7,3593,9726,9712,4695,4888,6508,kz03FzVNlAce,I10R2 AEM,7535,8556,5980,K6PL8roI,1843,DsbNxkdCzf5pwV77f52,b4MBZ
4368,8335,1688,4399,jl7Lyo,7963,3262,4335,1580,5758,5487,ll7A3h8CZe57QZ1at,CdruQn7Ug,9667,881,5063,pa6yOmGNnHRUrAUCPWjv,8385,I GLQHKfYHoh,kdf3NlYXEfx
3303,3912,7998,7943,AKoTh,4895,356,4517,6955,9000,6282,gIkOGKYOKdLsjnla,WQf6GV,860,4720,6809,kFyLLSohMYZ,5185,dxBHRxdRrwyExVei4,6s4xX3U7xOsF6jcgz7tE
7507,9865,246,3310,yQ6mes5f2j2 8GgOfWM,989,1803,7211,5915,7754,9926,RZQlzzogaee a,TuOXmrVUxRqqlhUj,8698,4628,4765,BCJqlfDE,228,26hob bbhksfKY,aWEvI0J
4774,48,8636,8148,3A82rvjV,9884,7961,687,4985,131,1475,8Iv68ps6aGyq9,VU1pgqeKMxc,3320,1799,7679,Cdl cMxT8,8905,t0597a,CGKkbYOPTvQIxUf4StCy
6974,4096,8894,8042,poePaCRuJ3Nm i,2545,9283,7935,799,3396,7836,RkBL1,gYUn3r,3174,7342,1897,f8nwj8B7rYB,4700,XTaJYGWFBGJ1WgweU6,EL4wN5XqrSfbza3F
5784,6341,5722,8693,cF3ImUJDjh,6938,3981,4255,1381,4192,3426,zAmo4xM3,UWZNxXY4pH74USJc,710,5445,1684,8olQLNTgYRIj2F,2910,kdIUdm,rhBjAL
6751,3788,5290,6617,PFhX3Po,8986,833,9266,9166,6520,9842,oHDcIJ,kZsA504WYl,3081,1899,1608,57IXa76N,9080,4CAduP,c4qlp
6124,6832,1866,2870,f0luWcOOtlL2pk,1296,3831,2551,4322,4280,5102,0LoVzHtHcyk,MBJAhbOx93,953,6352,147,5Qt0pfDmb3TqMwA4Gs7,7919,a1AHUtmDZ,tmq1R
6593,337,1324,7009,RYxqVXTb1hM7,7498,3033,7286,1592,4317,6175,mP8Mlh2w1LXizJT1E,YSZEnIp0gKD,1127,4459,2519,mQUEQkkEPzZt9cYp9,6141,mWQt86GaiJvDOaevL4vj,8hZVPvNA
2746,6788,8861,6272,ysReRy7u,9616,8759,8415,2926,1590,1835,DKQvO4b5WfH0qvfmnU,9zrNYjSzq6b4,4206,3162,7397,n9a6r g6b0h3GPtiNj,3703,QvTnM,YXmv8s
2522,9576,6948,732,jHjL7D0wTZ0hRGbhP,7385,9544,3793,1472,1914,7669,gBjZ6lIE,rLaukQJi3oGKwB5kBM,1464,4135,4770,vSJvIjXrwR7UFErnxj,1747,8OMgcMkL,SGPS5J0BQa9 dYh
6197,1694,7783,2758,i V90asiBgsKve,5380,8201,6413,1297,1758,492,PPIj3c7cVGRr,Jx0491oktD93Ef6Rhbrq,9490,4170,4038,ZW8oGKvZ,8715,pbtTPLy,Ff1oDFWy5Avt3A1Mr
1044,434,8850,2394,L16LOFTdwzijH2,9079,3676,2705,4139,9130,6027,0uBPqHPWLjvO9AjqHneS,kZNgsus88pFl2P,5518,2567,1432,fbVLsM,3185,ehmA7Id7pmcPje1fjRS,DCd4CeVT0RzRePDe z
5725,1667,9329,2694,neKNNj,9645,1731,9958,489,8056,7807,mhe8AdbO,Mp4P4cMv7UPt8,9341,3873,3085,P9iDR,4307,p9mK8K5,thncMLRieNTIDIDzPwG3
417,5854,3293,1729,08R8lOh8DX h8pnDTH,7197,3370,5132,3044,7673,7471,xcNIAiLMIW67vk6,2aY 5y3CSTAeoY,276,5751,5664,AC2uTOete,4177,IRmacmpvUo,97J lgG09Jqncxhn8wf
9224,4111,9136,719,rZorSX,6875,1262,6153,2533,1817,5741,5KZGGZOe9ZhX8C9,l3zQqP9B H3GpU,9512,5335,4441,LJFNR3dxXHybR8ut3Fj,9749,HdUJWUGX6iPdWS7gmc2,yHJyJPkBQT
86,9848,3387,9429,JUGHd2wf8,4421,6648,5625,6858,5519,1870,2nSLDjxM,Q5d7ZK4Tqhd3S,8496,2049,412,X5UnB0,4098,JKq3K2,nNWxf0r1 eR
4855,9636,3287,6944,fz0GGJTgT,5684,2808,5643,2411,3491,8748,u7Lira,8DtOnCX7UX,5978,2469,1822,PyA kt7wWHE0,271,03ruR5,lPkboco
7846,4997,973,6290,uSJQliqX8U 3T,4315,8863,3296,2090,9185,5785,ptJaUqzL4e173vo,3bUWvx,7498,8657,2942,33UFiaUiRR1Z,6405,JV zsIymRH,0OvDWZNVRFp7ggS6pF
7166,6091,713,1397,7kiH3vp,3900,577,90,9894,9940,8855,vYdOYHQYWy,lgldwVumBbsyU8gs12C,412,1816,5605,rTlVGCehnd,4935,RUJjYL,x1igjMnv8Javn9N4P
9806,2293,5705,7446,d3ZkMaHQQuNg15DtbCd,2127,9810,696,5928,4778,7721,M7TyLj,hCERZcEBnj5oP,3105,7514,9410,ZT0zx8ZWP60 ,5348,8O8npEFdi3zf1baMm,SEpPDr
8086,1170,8895,5109,y7SDaKEw,8050,5829,9974,6388,2250,2275,cpS73C,Gdx19,8708,4397,1567, 9cRXMYEDF2j0WJNjoU6,7346,UmjfmdruuPTYSX3,FYhzmz4w6
9346,9325,1521,9183,v1sZI9gplMwPQB,1623,3446,4769,4071,2332,4465,bCpgKVaBQNk3QnKcK1kk,42zx9PSO8k,78,8705,6266,C4uMOllg Sa,8247,hHLHCrZMt,4fnrwL
8830,9420,7027,3453,6eJLE8yTyi,6142,3501,1898,5647,3398,132,szy4nJCtWFNA,s7b0Kos,8830,5627,1591,o2dh97JwMmd32z,9880,k8Z9yCpwu1BviRjy7dv,lwpnE7CLB
8436,692,8211,3896,pJBdJxUAWvh3,6247,6583,3685,4036,1188,5616,HDblA RihIRlNC6JuT9,4QgHv2BHiT,3764,9893,7146,ubRtEhAfxpDK2Y,1146,f36lgU656cG KOE,02WLYqwo1xduWe5kI
8550,8749,5940,3629,c74lw2mtd3VeUp0,3598,4360,436,4640,2409,5799, hDksct,9uyplIavya0,3441,8536,2996,1R71qsf7Gq,6144,NJPRZGBF,Lgds8DOyLFChRXuq
9027,7087,7623,4668,dGj40QhGeixgS,7419,9112,7602,3234,2519,3123,E66xXjg4najRNM,dvzWf,9967,5985,1827,7JOMUNh8AsXbs7rh,6358,JJDcLyj6zQpfqIt,UduPX
4089,1962,345,9044,XWfVmVmiL5w,3018,8520,2630,8877,1590,3705,6MOnaA,b5wi9m8h,774,2602,9997,3o9b7pDk,9492,1yPvd,KvT72LMbfXq
7843,8526,9282,3004,lHk8QZ,6496,9926,4383,9339,2865,8893,gGDhEjUfuYqi8,ljtiWG,6347,9245,485,1ZrJtwNp3vqp,6825,Fu5j6Ij,PYCKioKRN
288,186,6649,1913,4WQVG,6587,5455,358,3773,9502,9424,FtBfR,6IRTPlUUD3gzPiyWStx,8920,9625,7478,YAU9w5rZL,9356,CFchEe9XsFp,eOQkO0tD9M0XQNRikYvt
2139,1659,9896,1704,ipxhDTwGI,8273,5509,4870,7444,6365,5010,1y9S9,7z rNb ,4575,2081,4946,xOmdb1SGQIG5xj,8006,Y0S65f,zdUplSuszfI
4629,7897,5456,9785,rXKGkLShPD,7728,3591,3357,7388,9096,7649,tcmEhnX,6T1qXKo,6007,4347,482,fFCQr4X7OXuZVpd,4797,z0j5nHiLmdJkwS,k6tQY66zyLyvsRG
2713,8906,283,9629,Tm84jbMprCSPD,1870,2168,3641,6004,4655,4188,pNeVyAWMG3,eYsc67Akuv,2090,1463,7017,iVWYlvfa5HvYAnFcucG,2935,tNMph,M6niA i
903,2629,8153,8744,NKfEDKlugQqG,1358,694,6242,8800,2353,295,hqD1rax3G,jgqo51U5EpHzglKRL8He,9709,6004,2437,nLG1orLjN,3772,ciWAQjJEpv0,mGVePivEci1PX
3812,114,6599,5841,UYscmZ W3g8o,5851,7922,4058,3141,5267,4647,vNaROV7CHj,ogRaDs,6629,6405,8455,7bpKux,5964,gfx8kVkfGsvF2ej,oXN7Q5eV2SAZV
649,9787,2941,9204, bzdTthU,1142,4398,4944,9512,5482,2099,ZFPb4GJk,3WCh5NII3kfeEoi44tl,924,6826,2057,jyPZFvku6p8r3jqlWd6,7305,Cvlgwc,cNIhsCfXlCJp
8593,2070,6937,6568,a8NHtCENADc6KcJJN,8313,9070,558,5865,713,4982,xSiyYT,l5SqFYAtE,7435,5290,3900,jlINu,7100,T3amAuU,Dq eVQJFktAI4
8445,9322,4333,1155,5u8t4KYWf,7082,7937,4768,3286,7748,1033,bTda42 mqT2lnP4hS2J,1wkymtS8m6mJsXns,4462,4439,5107,lEdU6GZfqC,7538,3FKj2tC NupuHByG,t46jPH U6njkAZw
6565,4949,2703,8163,JDq0uqXnR1,2774,4641,3432,279,5551,2179,m QlXi7lBMlHslP eP9,mijGzNdUSLK,1863,9135,9658,RoidZqRkUizFyssoq,2150,gdoFTUD83go,WHU4WdE
1585,9831,4170,9218,iKOlx1CnyZHSMjKQTaXs,1356,7022,2585,7880,6203,5362,F7cycg8nCcT0i7KXhl,IX0lJRyNj74W,756,662,1310,my OPDRy6CqoV,5664,eFzGFDGxo0lNNSOw,vu3TGfGyqwQeZPhX
9760,4485,2206,1645,PmfAm8YgGOWt2tJQy,3531,8995,2897,1136,1970,9986,nbyaSH3ORVvTzrDvF,DHfaod5H0a2R,2182,3744,4317,5MGn87uk7XHE,8458,iYX9u9h7nV7worDAW,fvN5n8
8310,1792,4260,785,wX6vVpADvNcU9w03Stl ,9769,2026,275,2715,9090,7136,C0lzBl5EPNH,1OmSecNrnyw3mPJ,8459,3794,3173,2Q 5E,2868,XocfU1Wn0L7,oSs83C
8766,9186,2346,8822,4Kjn92PgfSUUM7j3Jvcb,4008,3713,274,4594,638,3940,rPrAe6KPy9 5,zCjTNOdUx5yUl,2797,681,6785,iBhO1zbUp3MnfUXHw,4640,wkMHcDWR,lKFhzBikI5rgBQrV
3111,5720,585,5509,wUzXMdv4fxr2l91rT,9210,5741,2798,98,2807,7391,wfg6uTcpru,RVsCzgT,9541,2797,1994,t8dOcMPH8sXxnPaUjj,7817,5ddyjZsjO,zV7sbbMeRZ1GBQ
49,4432,8135,5577,9RxbD9gc8Nxy1YncULJ,5730,3288,7342,1184,5734,6330, 60soct,WYmHu,3210,9384,2446,v3YkoR9BUAWGdi1Ol14,4775,YUfjDrka,yfKt Fm2XZyYWqnFmRr
8398,4940,7440,3981, L4mnA4dq8 CTbOQeEb,2093,939,4286,8546,1586,5761,Ani6yzf2C3A,cIRt1hS7qfGDTla3P,9639,4929,2288,x3TDzNaaogNJH3Ajf1iG,1209,TpB3s5XrA fYt6FdwlP,4Vr5kn1dq2pS
9,9804,5212,6269,CORCiYj174IMaedyRAZ,2282,7004,8620,909,4313,8255,JRNL4B7x22YMj,uC P5,3134,8242,2337,9p6j0z,4050,bpSjOhy3GolpJXei16,4i4XnlsXxJnd
294,1795,4654,987,EmE06U9is8Fy5 WKMyL,7043,1464,1683,4543,2036,2881,B3gYUuPnW,aQbbUnglWNfUEWWnU,9114,8011,3265,HVZksNfScZg7F ,9450,PwTzjgmE0sYmVYXhs,w2U8U32n4J4Y
8836,9398,6156,2944,jLcCzVlpfgF8,3140,4087,2021,6171,3593,5160,H1z9vSX7YIpJ,T9H35VLMg5rcNFsf,9289,7322,5689,2XvRX3uoZW1q,3646,wG3sDCkSb0c,wOvt86zY
4201,8706,2603,9891,KNGOJDX4ues8t,1880,2773,5514,5542,726,7134,bD96u1aO,4e9mfjX,1159,5073,3246,nhtcoyUI3prNf2l32vC,9204,Afs8wmlH5VHZZ6,yPoXE5xiHIsEXXrs
1728,3526,5961,6220,X891m7GL9jJK29 OZiN9,6138,8123,2895,3085,5818,1849,89xt9LXrWVzI,ycGZuyF5MxNnmRpG21da,636,7311,4589,E2E39btePyXxbtYUuL3f,1908,SpmRUZPrgw,7okgaPbFMbU6opxZeeUE
5877,1003,6269,4157,Dr9zM6wzySNu1LybHxhI,2547,7080,9009,1518,2538,976,LeC2Z,mGNLyClqtucso,5968,8812,4555,AAJ1zl47,2981,dXCxOahSIczHSt3P,n3lMkLM
3961,5246,9501,2444,giwPayB5iLv9Dkt5,9643,2064,7147,4786,1364,4043,xkRBmzC6e,e5Q646O6cwvEEbEwUJ,9361,4912,862,OPLieeWi YybYTFh20Jx,8762,YV9nZza7Fy3FIqwh,69ISfeLx1hZx9mzP
3921,3521,2054,5660,l0NWbO93O,94,8689,7868,3237,7917,9983,XSrzMfWoEcP, T3rtKpizaE,2874,585,6348,vTdbDUP2FbqD,1871,9RvT7pkI gCv,4VULu2nMx6NRh3
5427,109,3660,1483,qsDeoyS0,4367,5881,237,5298,2801,5608,TeALfylyR,A36Z5Gl,4895,1593,2667,PT8oC06LWNff6SDX x4h,5076,L3f9SGry,BUvTMzcd7Sjuqnd
1363,5292,9511,7806,Rr1arNv,8577,3125,5138,2395,8523,7192,oJPiJXXQs6Z4fYG, Av9dawvNb4ort9d3Q,6710,8826,1363,bbGYOrNVgoPsdDBfXe,3593,xKm O1i2mI58WQOZvMe,mroIjksEaWCN2zH
7366,7575,7450,494,9bt6AOoNmL6KECgUC,7909,1244,7451,45,2459,4425,e205xYX6SkCVb3,XlA6Jl22B4rCPv1 C,5547,8530,5553,a1vViSmb,3995,pPiHZYiqtvhibvDMRGTS,EjUuW
8616,2745,3482,7476,DsUCw04NGf4uI T7,7956,7306,5008,7275,7625,9269,OyngM4mZT2yXhKQXS,yQ iwPfeuv2J,1945,2853,622,qJNwoJjn0Q12xVN5neE,1110,tmBs6V,7zl TUo7ad9ua
8674,6863,7103,3501,QcjrvDJmsxGP,3962,7247,8270,6649,7735,4848,59Uj5k5,Jmx dcFkzAZ2hj7hP ,3450,9105,5697,LfG8My8h,6446,uRvWgHi,i5wb1iB4Lx9045
5996,5751,1752,5354,B4r2PCLFrjv9,8579,9132,7270,9791,6350,5989,EoczOJ,JUY0SL4umj9SE6HMB1sD,6087,1414,733,0S0U9K2A,4908,YrbR qgmznVUk2,ZvSwC
8814,1265,7662,675,luAETxzAeXz uFEdGEy3,1595,5898,2557,8968,553,8739,praFeiqzQG,4REMkEt1LnaeP6MrS,2332,8560,4147,sY6fnC WL9,8261,6zdPDAHL2,MuRgvIF0
407,856,1471,3201,7IYCB6PHg,5087,2972,4476,8368,3386,3550,CktKNaiyhqZC,LzxVQU2gnfZA,9699,4670,2696,dfqYrswZj,5767,tfj6e,eNo8rX5Nk6qr0
1867,1342,1637,3314,Bs2pO0,714,9098,2774,8471,9245,8664,W7nYzLdpqRpVbwjT,heHy1UoOLJ,7700,5711,1528,rNL1zGRW rl6ax7Gimy,4891,LnRX81ispC,PYTkNT9wwdyyd2lZ
4260,85,2163,6456,YxVh a2GTTeS,1547,644,4727,3354,5184,3886,iNoY9LnwY9,xqFrPHaUK,7604,7691,6696,B05VK1ft08FK3BNxpO1,132,7EhN9YLCzEc8p,xE2eyM87pvyV5 gfTE
2465,1287,2264,9103,An6H0P7Sg,9350,8700,7951,9804,3958,6248,KKwSH4DtgGjXqT,ht6lfp,1414,9082,2532,S3G0BA1y8ux5rdcJpye,2999, BraWMAy6Yr,TxNYq FWoq
7248,3941,5453,2761,J13cdIk,8528,9275,3757,4070,4364,9451,JlJcASxB,V2oAKb,6581,965,1220,aNnXKkLkcKk2KdxaLs,7765,AW9Fg6MZHps0tm,skZ3dpcIECCnsrUYd
8430,5041,9150,8342,N7sX61CGWznu4WGmuZq,4011,5937,651,354,8415,6640,uyr9kFipgWHs4,KTF8Ewv,8047,6846,8338,PkP1ZOGouSivGWP,2161,5PLeYPYeb54SqM,UMVm2Eu
631,3182,527,8191,gp6EB1SoRr2KDlH8LhId,3227,3643,1701,6739,7801,5591,uw19rJBst,v3EisWqgy,946,7389,2264,POr6b4Yd4iuuT59,1442,FKSUanprYEVJT3lEwd4,dFTO23m6UGt
291,4562,9007,1246,MFsd Q,1702,464,7354,8816,6348,9412,Wwq8CkJX LSY4YT9,78pQ6axCyozImRD,5866,1013,4523,MJZXsUdOfn7,3076,QeU0piJ,6x6mBR7XXrCp3Xkex Y
550,4291,8862,2858,8GKCuxp,8890,6718,2962,8038,9331,285,sK7 seg2xpN1NgVsif2x,pAewh1zYOFkhKhIN,1782,1404,6632,o5ARhdR2,3438,Xtuv53vVqOZ,2ZEfbSRjO8cs 
6325,1371,2788,1804,mxs4pIYdPyel3adZxOu,2889,4657,8314,874,6806,1252,82dsd067rw15JQY,RCVI 71 LiPoE6 ,64,8143,3609,Lzll10UGRrKxwezyf,6926,Wh3rr BmQc9BRl0le,QZtd7CUOc4e8boV
5300,781,6290,73,FMHFsQNKBTHN2XV8ddb,9212,5093,2890,2336,525,8576,MbKGHdOjwAfrlGzCRT,XBoEgSUcOcRZz,957,8403,4628,8gxVP3f iBF00,2915,KRXlDFAFCMbCeOVYVQJ,xLppuFtbM reXv2Kz
8895,6394,7706,4480,aYx3Z90WjHSHK99P6,4289,6881,2951,5657,7806,2799,iW9aZvMM R,IIOFVR E Y1OxYiZN6,6704,5774,238,6VSihID5bBBK,3019,CHEe 6,DlHNIioIlq5LB8D3
4631,3061,6346,5048,cY1wFI,5000,2710,4677,6347,1089,5623,xLKxVNYe5HuIMCWGRO,TmSci9PB4,2255,7877,248,qadNM7nyAvIlFc,4041,JFcYWDvXu B3UahL6Pz,XjHh6WuiqgsrWI
4379,5371,3424,9775,seGC7RNmLi,8915,5926,7212,9049,9662,6327,og8bp3v,wZ5fScWczmNV,5525,3219,7614,noGYYxSWco3SCbL,118,jSdrH,bCA216fpQh8tS5aW
1009,9537,1360,5180,bE04Y3E,2802,8473,2861,2807,2660,834,x7Oggi WCyiuB,SRqVqUO7,2573,4645,4442,IchZRax,3333,NKKOWi,059cRtvvKyiRk6T0FG
9226,6568,5067,8372,RQxLPCpCB0lAoU us7,5667,8659,9277,2397,7125,3828,LvbgL,2Tra1OfcDg4w5FFx,9961,3422,666,Wfb2emVSIdsjLp3,9831,tPUmpbpuH,eE0Zy62D5zT
5825,137,8766,26,MZHFi,7475,5229,2397,6388,6258,6388,kI0reYHrI6AlWT2,fMmMXieKPI3PjhzwGjzJ,4166,2309,6553,BXEUpL1t0NSIlJFj,4003,eDqtQNnXP,lA4JZ8oiWY l
3758,8595,8551,7150,OlcQnWh,3251,2352,3168,7262,9491,5018,t80zotTs2h5j9OL7,7myZcLwiblmtwG2Ijlj8,4161,9132,8695,xY RpE4u UgAaBF,3091,COtdQd8pSEuxu,QRnP98By32GC
8836,1314,9472,978,BxMhKSXut,5316,2489,5821,7262,4110,9925,VqlxtuLaal,4nKfLaz5GBv,7473,4534,3057,XohZigszCvxX88W,1050,yjsWl6tr,2zBYO4xUOD1pyeSP
8361,8349,5661,9691,cUPjeRGa2Mb,7940,6232,1868,380,9758,2275,sAIBhnwHCExeOxUTaB e,HEmToyWC,3018,3055,466,iQ78af3p2qN8u0V,8354,ZAump9A8,nx6 15fI6vGQJ1HngpE
1009,1663,3071,3337,3DdfYGnEzspcBIwe76,4798,8493,9909,5208,7666,1528,ynTeSoNOx1XM,lhvjKPCjbENVroX,6683,9911,7036,fwG0mCVK6kw6NW,8158,gJIlOCHCT5wkLpJT,cwHwEBD25ld4DCcx3qP
6381,1001,1038,4108,Q3Dv2,168,9128,2795,4654,2423,2283,OMEsL,AI4D6DgNHAZInV1614,143,3775,5800,lD4Lj,2866,Pkr40gLSp,wnA xqtH
4855,1536,9941,6308,Rte3w8oKPL,6275,2299,5040,2176,6090,3556,WFQ7qOzr,obg3roNBLlOyyf0FODd,9413,4845,8571,ZfHqzQG6ab8tS,9646,BR3hcZad,UCg2im
3081,2155,5496,7432,0bUK2UgnL aIwZ,80,9366,1281,5793,8795,393,OZyE0ZwWcqO,DtEDMqrD,212,6830,5913,ZTTSqxWUygILhH sqd,7281,SkfL5833CsCxyMMnx,xIYbt2H0EUMU
