col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20
1WgqpZRZrGc,9784,L9sFuNtsol,1361,7752,y j1WbTIwyaGn8EjXcp,8011,OBu2005ECI,8374,4962,8139,rvqP4PJ4ix4R9raTHB,3588,8983,6122,5201,3805,CKbimFo6CF,1994,4573
WRCiLyADOg,4540,ifHLBZg2R4ajSHxOgv,6453,9773,X5l6SJc,9233,jZ8fWuYF0I,9890,8897,879,Tz79xzNXAxPvJW,1657,9912,6470,5445,7112,26xf1pY l w0IloDda29,4152,3512
SXhHflKQAd ,5635,urkPwJSBF7,5617,1759,7LTXIf Y41l4b,1363,xnBos57Cl,290,4492,2410,U6dHoCOVO5L,2276,4712,5331,8748,7305,IqxqLNt,8536,3692
D8GY3t eFCnAco,8068,c65ezR33rJ,500,9416,XsiTx,7798,7ICKh8ET KUfT3,4679,2571,8716,f5cyz7xXNK4jRy,7854,2614,7394,6583,4674,cLgjB3J1es,7601,7653
bY1G e1e1NlKrDbW20,2153,1UlGbg8,5191,6534,om6WQ5YdR eD4Frzc,3040,KBsV DaQeAWl,8309,7771,9154,Pt5gsh1aFGqYK4j,6536,7875,3756,1153,9141,B23dc 74duiG,2557,7565
EFH4lO9b,2771,pvjKjsozHa,5182,2917,eoV221gP,2526,X9ih6ACRWYB,4832,4893,1885,HjZDqVVy,8540,8993,2524,7614,4696,WRAYN,9874,1403
cxH7hKlZPM8tvzPl,8936,ZOkVFuFg4Je0ba8euhNb,8738,4542,YAsZPpZeWAo4,2001,OMnC87KlMqfkv,8939,9536,7983,Ata7iqByMuH,4200,1142,4183,5174,3919,LWYU3LK47VwVSD,8389,4744
xzbnq6wbUvryPoLK57Q,4939,LeI8FXc6Y6TnnKD4k7X,9581,4462,wOgAy,7697,UWwiiOa4F E,6816,9398,8152,v 1hheVoJd7azak,5265,4289,5749,4945,8735,Ylf0lUcums,7641,3504
MEbabxzZcOF346pKLyH,1743,FY37Due,790,3565,ScKs7JYWGRbtq,2857,g8ZUAVNFiB4bREwP,332,3015,497,M18MgITQc0tNB,7316,9767,5969,3687,3678,dHQG1zVtjW2o,6138,2472
1AMMEYs3Qv,5703,ruIlwF4wc3I,373,2739,in5zcgXn,3680,nACQxb05poyEWHeP,3973,4350,7224,HKwUdlYNYdoQh,320,8750,7376,2659,4152,bzbS0tnO8bWbOzLHo,3808,2158
8hBJFHr4Dcz6fke,6029,2TQOk9QTAQI6MJr,8705,5794,6rMvwWXop,1541,ajrUFVL4,7580,5659,4451,6ZO6QxHbv9kxoM,7346,9863,9806,1124,8876,smcTQ6ClaEAah,9007,7694
KzHY4qu4TEg9T R,3038,UxteisLnvY,7064,6905,k1j4DjD4anzh2kYCKrP,3018,BljSNdN9ApXfwoYtS,7130,2910,2472,Pr5SW,2667,1952,523,4260,8877,gyZj285kE19,8709,9796
L2WsMIHlJ8UWCOi9lhs,7197,9agGWcauT9PYHny,130,6346,SSGPU,7770,KVls7E4,4834,8050,3812,6KQWQfLqI,1268,6284,336,7424,3197,zjbnyz,410,2414
b48lnodHy2a6mu97I9,6791,ggQtJBjDB9cbA ,8051,7832,2XKSw2RNZiy,2124,cEcGn,3176,9486,1719,mXL1DMdqX7,9158,5223,8038,2969,8780, IPoJ80BZPKkH2YV,3472,435
s4GKUQCAr7sK8ctEgoC,4781,bOzmu04Yb12ox47xhiLr,1129,6112,rKqV39PdVTkuI,7724,v0RkdWBwqSQuVCo,9481,7956,5695,2UhEKdImCR,2996,4287,3513,5946,4118,ImFSQbI W378KpDS,5204,7873
5O8lKXUWvBjNU8,485,y1y0NofaypX,8348,1725,2WT hIWTg4SeWqMf1Y6,4895,pW4fz,3663,5426,5206,P714A lpo1yb,2526,8830,377,3924,3056,H0wUr1Fu5lqiVWesZP,346,8023
pAQmDh4W bxBUudtAk,8576,c uubdCBcR5wR53Wh0hc,5277,2680,GdBP5OoW1rWE,1076,un1CUImNMa6lxPqgJ5TP,542,7987,6738,0taUtA9cPHx64Ka4h2M,7763,6817,1259,3302,6329,574liMxW0F,7330,9525
odnQ1xLIw9pU0wqfX,242,hovrBCy hySZVw8dY5,7795,2797,qBGmpnq87TJzYLis5,8057,mMrF USqB31S1CV,375,3237,7945,K8sl R28HSl,5317,4860,2059,2004,6555,tQY5C7oHZiZmhRREO,2585,6790
22HC5wur64 BIA5BCIvl,6242,WqOy8EXIDDrBTJavHaWk,6965,2567,pfFJdg9XPYTAroD,5843,aipaGL6yVHdoFMl7oEK2,2655,2719,7987,BSIiBw0GCSjzQADC3,9982,5214,2885,8220,8609,mk0G xljXvD8XkDA8kv,5211,7740
RwRfx7v3f,3188,rL3TIPj,5820,639,2WFqCZWf,6992,RGBKAj,2619,123,9291,z9FII4vHEiU,8168,6191,4109,9594,2139,oNcKO,8783,3103
6Pn5b,1653,0DDl70LgvEpO8Dp,2389,5018,51OlCnaSxAgN,6323,nvGFH,40,2141,6098,GjfcohzYZdir1qUr,9349,9289,1410,4566,1046,OdluPcwBj43Y9,8282,6141
zKSPK,7793,MJ6063TwbF1,8515,3854,2kzsPfalu1UMfGq83rDf,9976,Ue8W4wzx73j9wMy,6432,1893,1871,flJcshWexc,9742,3900,3171,6998,811,Fe3QtVNT,8928,7441
o7xhhi oV2,4994,VwHqF6x1KZ65TpfdRWnA,1912,4570,j74DBRQMq1xig,2335,mEN cAMQIsmC,1777,2972,9131,Rwd1hY5d,4610,7498,8016,2712,6821,fSOpIFAtl,2787,9351
bFpVIX,2432,ls7Dt28o8f,6785,7113,NgDDpcHEAJH9vMn,6116,6FLqs,9006,1530,4770,gR65R,2637,3251,6890,4141,5804,IpoaF,8804,103
f2WJYe6,6642,coLWIplPhAbuINA,2357,928,QwgKki3nIq9CK,6259,XmvXmg87on,8411,1725,7926,dY O1dy,8089,9308,9902,650,8337,PfJYOd,7951,1341
2hLtTj3c,6448,CWyfl6FtYGt,5782,7242,htbWvRwkFLBKcXgAl8r,2486,0ERukwW,4069,6921,1679,5JqyShAgH,3402,7930,4170,7825,5871,A0nkVU2SN HUN7vYH,7183,5939
oGileCPh4Iw65Nt,3886,nJ iA1sWeHK3LMw,3660,8353,ExngB97Sy6osQwVws2Y0,2710,1KpZb0OsAibvxBqpTE,1912,6625,1927,qwoj5nLuCt oDmcK,6663,1247,9883,4606,184,JvZGBM,5645,4786
JEConHgWpMYzNZ5Hj5dJ,6640,YxfmN,921,9828,XldwbWv9rpRRdw,7753,7x2q1vR0EScSbhogAgI,1802,9590,2363,9Zq 2o,9940,6979,8496,9775,7300,ODEhgH,8129,1500
XLewnZo6XAAe1yNOm7Uc,8206,lvmGTezc,2036,6983,U9XSSo825KPKhUQhErvj,5451,470k qPefXe63OvZW5,2555,4335,4184,LrnEmm,5598,2397,6747,7607,4234,AVjIHoq,4235,8538
TLOKWjG7wcpY3Bn9FO,4930,ZGYWz,9426,2489,ZF4CRz4tiqVNy,2876,Hg4l1EKNW4m4dlYL9,1119,6781,4443,JfAuq8sebU3IDv9,939,6279,8083,6520,48,DW0BOoOyR PRkxaivl0T,553,3530
rIIU3yt89Y,3951,Ok7X6Le3SbIG ZaGhj,1711,5796,RPXz4Yk8d,5914,Tl0f4,4230,9400,4603,73AMbxg0XeEcOEbr,3373,4458,2797,9584,5976,exds95NEH6VlvOK,6798,3469
WmypNTijY,1502,Na7B7FNPym,1415,7842,df2aP4Lxv5n1t2Q9,4840,o2JXcduhwyfze,7117,6028,3307,PpHyKaU0H2rn7En,7795,8472,8440,4664,8592,1v0UY LFlxUx8o9mGl6m,4759,1172
uifGI1CXgRxdd7,9119,CBjhX4rNja,7078,6298,fhTr5Z,6816,OgOCrlpwGFnEuW6Ep,4549,3780,8941,gDlQRY yRh3Qo,4055,3892,4482,7001,498,6n7fwNGhK 0UXYrX,7747,2068
2Cnc6dZFFoo4V67VGVyV,3942,WH3igflIBmjxKdyyHj,2,9137,niAmMXN7ih7bdh,3206,FfgGJgw,8558,7028,4922,1WdoGsrVayax,7900,9836,4239,4754,8267,J4fTXpGs,5180,6203
TilF6HydN7,8143,4I12PWt6SpbFOj9jv,8815,7184,QxWT8K2E,8260,k7WcXs2AYS7,2446,8359,4881,O6MYblT4A,4454,6937,6643,7674,1494,98smal0EMLs0BXLRJ,800,9774
tENsOnXBFab7oG6I,1173,niezhu8x10z1LijU0emr,6028,9698,mQbkyHivYJ,4472, i5HgjgBr,1098,3031,1894,Q3mdsIxsBxAsy7jvd,756,5950,8749,320,1662,bWLg7lRwHYfSTt,2784,3932
uGTtMG8R68g1x4GR23P,5104,YCEAujORpnsq7ho,3473,6403,nPSDsHtgHsAXd8P,4748,Xs95YIQvJ07,128,7337,8526,bcLGkU6xTOX,4308,9193,937,9575,6065,oY8lK,6447,9185
vMJm0ePooKdv1j,8222,3accnXLmow,2529,1703,kdy53VY,3294,zsHvZCOg2qE,1320,593,9785,P5Vzys8hqIb,1197,5066,7782,7266,3480,3jL0QyQ64fY,6382,8543
AqSqID1cqUbsutrlY6P,8994,sfmDfzmJFZDGBhtosM,2462,3178,Q2hecWySvl012es,8350,lwyP2lgDU7xYf60j4Ux,7212,2905,6424,16Seexk0x5t7fIHZl,2110,3054,1776,6898,4446,P9zAu8mDLzJsHM uIat,7367,6073
a7t0 ewpDGXIixbS,2788,9VYGT94ZKvJ8RgTU0jN,8558,4738,m7WddiuOVUMr 9Ot,5058,zDdTuuHeeYNnfgF,9130,5075,5386,0UqT1Z,4819,6340,4187,3511,3837,Z7FacuNlWsxhm5,7488,2109
n6YKf94nfj,8918,RuuwpuEFDI,6092,5486,PbS2tQY9U,2212,tkyXtV,7957,9957,9884,n0lc5n,3662,4778,2336,3122,3393,zxHBj5RJB1U,6485,482
pF5wHKf0ebbpyNGwas,7699,B9uDPIDKPpOA OSuHy,5392,7186,1AhyT898HGAbgH,4957,nEHJib1hzCVR,6219,2431,397,1sj0TcfGWzJj0,212,8006,2728,9987,7796,zDO9uyX,2767,9699
nu80eVU87fAjQgQ,5369,v828hUaxzJQFE394PGoS,1513,6128,mNpR9su,3710,HGSFafCJEVIEMob9,5837,5130,8391,Tm4g9dFXzIqiIT,7406,7492,1450,944,452,ktSm601P90x,6209,1871
RiWtkiXwqnOiCHF,8941,Xlc 8 7NIbZ0kBc,2432,4994,Yb7ZH lmAD8WPK3 sqt,3928,BBxOxh,3313,727,9788,OPWVP9s15JI4Hyx,5504,9975,2345,5034,5196,sUZDLKQeWiN2A3w1cub,3713,8937
e3sa7p7 ZXVFsL,877,6KMXgH94atY8Ma0C8Z,9608,9645,hZqDLVjoVpaaqNw7Z,1979,Bex875Kmp,3120,2914,4900,azNTAM8 ,1368,9056,9048,3635,6803,PlJvCAmcwJW,8183,1609
RbMOK7Hqw,8464,XMFqTB4SEtEEk,7841,1706,ZmIyFAQHSG,7932,B9zx 4P MKk,3830,6094,6201,B14RmrxwDiz1SB6DWQuC,1039,682,2964,8510,7312,2znHv6Q1 ,2863,4293
g3vUZiy94sRcgXj,8830,LZLnm,3189,7464,CCcQ1aGgc,2777,mB4J9b2gHiG,5844,106,4300,hW38GTFeCm5,2245,328,1978,6257,1344,yyezcwAJ4IYKubciwh8R,3761,7513
3WI2DYvsZ vb,9070,7WNM0lTsaQWJg6,8151,4528,kA4mXydXgYpIwlHox0,8763,6s4Y5R8bhpKW,2238,1475,7632,ienM3,4974,5100,7172,691,3880,EuQxqLqk5ou,8406,191
H0tvb2HGE,7526,hqH8btgvWSoS,5344,3393,88r574l0,283,XrQVRbMoE5yZV2,2656,4762,9721,YTlfmupQM7RU178clzu,7430,5646,4669,8204,5067,hlGrRfYmuP 2T,1971,8626
HV96XT vT2HzjdwleHp,5414,V7EXIV9F,8834,2332,paXQU,649,ofN8KTMoqMjkwt08KaB,3926,34,8628,zRCxzdbbDx2b1ebF3,8437,5859,3083,4548,4345,bhbh8hWRj53p,5000,5739
2mA8NrWTqZHMxxZF5fM,836,of3zSpvox5Rkh,4590,3937,osrvBfa1j ,8643,I8dmZv,3150,494,3757,Uu6YHzi,8001,3051,9701,9572,7111,4UtafTvzWu2nq,3826,7930
43TBV11,3241,DIHWr93iBet,2555,3566,I6v6l9,7687,gOUSjzU0xPl9,810,5710,7283,7hGiZgrS,5271,5055,5728,3604,2872,I0qN9HNw3t,8198,7159
4ruwkyn FH8Q6p,2166,qlOnx5tzXVnU6,8791,4376,HyYwhF51Ds6fly,8836,5iIBa7VCpwQKN6A,8712,539,6655,2qRpDHmnqbYLLSMFt8xw,2379,858,6844,4851,3164,2Al6mLnrPbFaC 68tJ,8479,527
tgNINzH6RL5zL0R,4868,6BVvPIuUxwoROrU5,5830,1816,NIywQlIYVtLNgFzO,8243,EWFR4AqVQuxJNd4,6808,2177,284,Y xfvhJ,3643,9484,1337,4543,3599,y3D9NfPWA0,4007,2760
MpVq0YONU3dGAIZJ v,8413,kInIuSUH9q9Z5Y,2124,1763,A4jh53t2surEQKc,9540,SstJHl03fsDuCf,2693,4192,3864,w1t3cU0qEmkJiZ4O,793,2258,38,3440,4121,bDfKpyDhlP6,5239,4291
gyN7EKG5w7W oCQf,7611,Y9pgJoH9Uy674ae2 a7k,3592,4697,XkvEJjo,7882,VgBOjmNoEXLqtCckl,6086,515,4376,1bweT,5316,5426,5180,9575,8338,P53FyXNPixefTY,724,1605
SWmMwKAiEOKMzDSTT4s,1623,BdvrNgd2DhkdnmV0FX,1490,9197,KrB3hoyn,7600,85vWA jyV,4014,1926,3624,wnhOpRsU,6240,3907,2368,9350,5327,gVOIL5mi,51,4812
Ct kR7eVah8FT2,3775,luMMc4kGtqCmrsTzjB42,2175,2136,ISQ5Mw,1857,tc8ELg2WuxO3eKBdScV,5093,598,7638,U99UivsbnEaOjOy7V,9705,3668,1463,1912,515,T6GJvCKIE4s,1692,2963
wEbqvjSPUhGdehS,5006,pUsKqtLIH,7650,5886,2WNzpX,8916,bvb7ZPLzgOUc,2197,7264,4122,CExLFONc,7872,1606,56,9182,4671,TUKLdTBwImIwUgX,2980,5301
AtJiW8pB,3303,YtGorgc05rZ ,2346,6588,bpEe8MxAVW,8525,sQ8zxxrdf,9111,6927,6775,bIahUzL,5407,16,1731,405,3103,HOfo6xQ,3201,3291
K5jMM8zfB2uLP,8567,G9IIu9ZA ,8340,2332,Hu82PHNP3e,368,uKLGd8,213,317,8544,t8dDx0Wpgak7cROYV,3519,6008,7242,8689,1867,n5jZj4xso43mmGUu5Rj,603,7784
EYCBHw1S60,2379,GHyVXFAPRixrBwa,8607,2855,v2TbHcQr0,5875,3quxMe2z8Q,8118,7278,6171,gW34nxDKER4zU u,4302,9814,453,2584,7543,EKzn4F6jwGVN4ywW,9479,9289
drQm9BhdAP,4791,T7Ck1R3uN27,4272,2290,A ywpryiSDjFl 1e,2333,plR9VL9pMrA1G,1467,2470,4500,yobXimUIEXxsqagrrD,6563,9111,2436,6008,4728,7gqLeTBgchTWP,3491,2995
zrqTDkd,6696,rDlvl7vGK1GK,5127,9936,rW837cUkZ5,3839,5RyjA,8840,1183,1932,OWfVa,1159,8216,7686,4941,4633,U8NHak2kah32lcNn,2089,4755
ndxD1shan2kB22F0,8249,CZl33kmCiC94Fsh,3189,1489,thsoEJxAmRdYUs29ujP,5930,T1t3ahgMQ6pAPsQkR,7235,4928,7294,PRd1Z3lE,10000,1454,6219,8209,3775,ahzrP2l 57ecdQw4e,7591,9047
0MwtTlZBybPP,2694,Umt9EqgJP8fhJOD,8306,1957,m KaYNYUzZZqML,3229,bAFFoKP,2804,2188,6271,WiqEzSI5pyWr,5469,8650,5117,4538,6065,9ywGu7cK0hbkHxCtzV,8338,5354
UIh5wq,8692,CD54TRwcjM607uwyE,6723,4209,l8KT0NJHOM,3522,myEXIGHSGE ,9763,2870,2721,Xpq2yoU,3717,2953,2789,9562,7688,zxxa3kyWtKb8Ia49 rO,701,2256
5AqT1huyxpVUsBF7,8717,2Ee4UCJrD,9372,6283,JkExvC8qEi,808,FUzEJa9y8,2095,9124,8921,Y5jDvRGz,7853,2308,4264,8231,5766,tHokAqB,6507,541
j8Yo8GlJZa9qPCSN,6827,vpKRx1LzSE,7475,5604,w46JDz6o6ecJIyORwK ,5706,IDmRmqKs7tm,7235,9815,7507,itjBMMchrX5Dk0Wd,403,995,4725,172,2433,hMJZr1Z32xuo4YXNQj1,2266,6009
R54J6QgIMRI69KqHa,1598,Y77wFE5xwqI,8979,328,0fji9WUT8k,3244,qh3vuqJ,2218,3227,5747,DtLcn0gnIFa,1507,2699,8854,3655,7390,Xk7ZsnWAM4CVOM4XV,2770,820
NEVWqskEca7ex6iK96K,6097,7igoAJD9Dp,5546,8078,qGtQdRxT3TABs1,6029,gAJncKxou65B,1474,226,9301,U9bxv6xeSrHBbvcj,1931,5755,6733,9517,4821, r1l37aOSe1x5byqb,7546,838
 NfnN8d,9795,3O1EN4SShcWsJtgN1,1868,8949,qn aQAeA3c9k2,6735,Cl 5CbpRHPwhDLblqxk,2820,4824,377,phfXNhkwcjs,2420,741,4326,4014,6984,3biT021tdIBO89SsVCw,7174,2410
a3iHi2q,2988,cXS 8,3861,7413,YpHkC2tRIgA,1207,oF 2oetikskjxz5sN2lk,133,3112,2121,qEBcQCPLd,9897,6243,2854,3037,9609,W8GKBus6R,1814,5236
1FBC4,7393,SXUkVa4Op  2,3549,838,vlinYZfMcbVJ0Cp,898,6dPYtKXUAk oZuX8HuCw,4123,7279,8860,6n2Zck,8415,2294,3533,4018,9369,DBxiu,1277,2144
3Zwyyf xQvhujv2Nz5 ,6201,ileDfJPAQBkw,3406,4755,5OfQpS,8082,7ix2ePb9gWJN,5597,9837,3479,ShihsT3,8882,2758,8767,3637,5833,B3LoFt5cwXqL1f,3920,460
QZis93Z,6785,4BTuq0HweL5WkRRo5nY,3485,9530,wU8oD MWt FhER2lIyYN,7476,LdKEa,2323,6144,9947,pHAEymuxotit,6055,3047,8156,6121,5287,Z77MPeOchvW,4714,3573
5McxUFEJqq2efGX7k7Y,974,ESDYc8kM jooLv,8544,1997,r8lLAShG0,6951,ZDtJSxtRZPnMIGowJzo,8875,115,5654,mtQKw05T7bn2h2,9928,4361,9274,3444,639,HYYey9CeqfigEq,3568,578
cd0n7FBYz0x3,4060,cyDkjHNAL3t ,5586,2328,11wyswb8M3sI,2935,YvTm y9eK105 MLme,4895,9672,9209,kPcRk1oHCj41L Hp,6060,2413,8802,9359,6871,N5UvSgBwRfyG7nrDX7IJ,1257,7415
nYRhnsN,6510,n15gl3pzm,8030,7603,XNphQjiVn,7670,FXVsI6,3296,8603,9704,Cimm9X2ES5c8,5899,1871,4345,4321,4007,wXcIskzoo,7622,3484
PZHYHN34,4953,XgqRn3KGFznK13Vp,2155,5674,rEzLBYoc70edYoNpIT,7817,YUbp3zvLyfOLLXMx,742,7641,6379,bsmx1ZHw,6910,3162,8806,4509,6760,h3S75XRh4ry8W0mcIKb,7414,2403
IdfZEcRAC9,7867,hWaOMPhoZ5L,8841,8822,rq7SrkDpc4 LmH 6,5266,Ms79RHUZajnJp3,7295,2313,6102,ulCSVppxTH,6902,6071,9244,8763,5507,0QmCyuPwe9I,7595,1315
eAPLbmE0kwRaJVa7O,4375,NZDOE,6748,8285,mr2XqnrI2qvj6M3PqKfS,9723,XObAfBSmxL8xS,8815,608,8805,z8kK9HJ9eJfdK MvB3,6689,7881,2427,3688,1438,uwr0N,6900,3439
gHwLDSP6btOJPmIl,6783,7wy5dcQ1w,2112,9234,U4x0kVjxPxi,1281,At5GgxcMeLaeIbiGw,6060,6428,7149,MuYu0wAFGzrofQ 1mKkI,8579,4167,5308,1205,2231,TgWpHCmy,5902,5105
XNhOfMJEnOSF 0,9810,bAYSdbhFSBJ7R8,87,92,OKDttMF wruGPEySo6,3697,5Vlz5RTxFm1VaGRQ9,1885,3895,2900,5HvDUC7QifbrejQmx2H8,436,5118,3757,8420,6106,pyNEdmKnr8Vg,3126,8437
zpNpGjDP,3961,7nb3H1fnD9mLn,7933,873,WKoQM,4735,r1VPkl,425,5679,3560,S2lfj3aQO7Mqa7,860,5775,465,642,6711,k0Y 9n,8051,779
iYpms1kN8nB,1838,xAsfGJnQWZcVPbsFw,2420,5123,ZsA2VF,9750,N6h624hcyEyaR QFSCiG,1513,5419,2516,r3TEEutDX1ftz0NzYN,5084,6367,7258,6380,3973,BWHFrJPrs9UGQ,1577,7507
mYfmJbW2ga,7941,5kHPCUV9rY5N4,8741,8530,Ui7q1oK,713,ZOyD9yU0lnDGB7Yb1,7322,2319,3511,GVAeBM3yd71MdL1FO,1197,3000,2969,5828,3670,5gJWQUdq,3746,5587
a3ivF4qfeUdiSa0iK30,804,6cZuwImjTWqgZVwsfj5,763,1306,zbN3a,1893,fGNWUk,3636,6974,6504,MrxQSwX3mnIJUrNx9dc4,8785,9614,2993,2394,745,TRXS1,5272,11
x1lIz2PxER1kVw1kfI,7535,B1 y PuTTcQVw3c1rfJ,799,1684,PksL7pZQKOg216CQS6,3084,8z0PRaH3BKSPt03C,839,9909,1227,K IwDhn8YdtXO78zddbX,3372,1858,8804,8582,3461,VhhOa19,156,5297
